test	num_na	corr_pearson	corr_spearman	sim	rep	rd	mode
ENRICH2_effects	0	0.8783794720534716	0.8378896058816433	sim6	rep3	rd1	nopos
ROSACE_effects	24	0.8895679312855205	0.8347580695213019	sim6	rep3	rd1	nopos
ROSACENP_effects	24	0.8534112143853433	0.8254997547919074	sim6	rep3	rd1	nopos
SLR_effects	24	0.8861470440774669	0.8351734588956197	sim6	rep3	rd1	nopos
EDGER_effects	0	0.8951947715595486	0.8352555801794787	sim6	rep3	rd1	nopos
LIMMA_effects	0	0.8669088090119054	0.8356352759840501	sim6	rep3	rd1	nopos
DIMSUM_effects	1447	0.7267635075245604	0.5706666129659359	sim6	rep3	rd1	nopos
ENRICH2_effects	0	0.8772712869127178	0.8435007030641195	sim7	rep3	rd1	nopos
ROSACE_effects	27	0.8890155876071241	0.8434751651517718	sim7	rep3	rd1	nopos
ROSACENP_effects	27	0.8401301169589165	0.8303491851230763	sim7	rep3	rd1	nopos
SLR_effects	27	0.8875468905634547	0.8433052081585609	sim7	rep3	rd1	nopos
EDGER_effects	0	0.8932027536703918	0.8422854503527637	sim7	rep3	rd1	nopos
LIMMA_effects	0	0.8654289853913123	0.8397936053862979	sim7	rep3	rd1	nopos
DIMSUM_effects	1463	0.7343138615514331	0.5889829497642558	sim7	rep3	rd1	nopos
ENRICH2_effects	0	0.8769350779096603	0.83067749929957	sim8	rep3	rd1	nopos
ROSACE_effects	23	0.8893721875525488	0.8308251095106053	sim8	rep3	rd1	nopos
ROSACENP_effects	23	0.8493420615888109	0.8210763993681657	sim8	rep3	rd1	nopos
SLR_effects	23	0.8848046353612622	0.8302503475555884	sim8	rep3	rd1	nopos
EDGER_effects	0	0.8928783769884088	0.8324551150990498	sim8	rep3	rd1	nopos
LIMMA_effects	0	0.8662680422814101	0.8273463761476773	sim8	rep3	rd1	nopos
DIMSUM_effects	1424	0.7065993641342379	0.5573374236285041	sim8	rep3	rd1	nopos
ENRICH2_effects	0	0.8784695533841492	0.8362226591960508	sim9	rep3	rd1	nopos
ROSACE_effects	24	0.8884375623851933	0.8340821941201622	sim9	rep3	rd1	nopos
ROSACENP_effects	24	0.8420004109224347	0.822241052145819	sim9	rep3	rd1	nopos
SLR_effects	24	0.8847929112248789	0.8347753492658737	sim9	rep3	rd1	nopos
EDGER_effects	0	0.8939117684718811	0.8361075802472461	sim9	rep3	rd1	nopos
LIMMA_effects	0	0.8670370016284602	0.8327726985973365	sim9	rep3	rd1	nopos
DIMSUM_effects	1441	0.7483553741403168	0.5973727983221806	sim9	rep3	rd1	nopos
ENRICH2_effects	0	0.873786045023197	0.8232948664886527	sim1	rep3	rd3	nopos
ROSACE_effects	16	0.9095059207502324	0.8527388339082781	sim1	rep3	rd3	nopos
ROSACENP_effects	16	0.8646748561128289	0.8417012835102554	sim1	rep3	rd3	nopos
SLR_effects	16	0.8852795663411707	0.8440316831785828	sim1	rep3	rd3	nopos
EDGER_effects	0	0.9016865820495372	0.8456384183824579	sim1	rep3	rd3	nopos
LIMMA_effects	0	0.8520270182659629	0.8344851219480411	sim1	rep3	rd3	nopos
DIMSUM_effects	133	0.649411348622962	0.6078539691580055	sim1	rep3	rd3	nopos
ENRICH2_effects	0	0.8806187389223774	0.8192080818953582	sim10	rep3	rd3	nopos
ROSACE_effects	9	0.9117439255210166	0.8477240904316155	sim10	rep3	rd3	nopos
ROSACENP_effects	9	0.869428887092191	0.8375399659162835	sim10	rep3	rd3	nopos
SLR_effects	9	0.8856967679910666	0.8381798337687469	sim10	rep3	rd3	nopos
EDGER_effects	0	0.9078779339280644	0.8404767919976235	sim10	rep3	rd3	nopos
LIMMA_effects	0	0.8556985954020128	0.8292829801831929	sim10	rep3	rd3	nopos
DIMSUM_effects	131	0.6658008348591538	0.6145439138841658	sim10	rep3	rd3	nopos
ENRICH2_effects	0	0.8871387394411125	0.8267888617162386	sim2	rep3	rd3	nopos
ROSACE_effects	5	0.9118668256572358	0.8473960864886149	sim2	rep3	rd3	nopos
ROSACENP_effects	5	0.8627623087024421	0.8353262897576278	sim2	rep3	rd3	nopos
SLR_effects	5	0.8822496768482977	0.8359897464182403	sim2	rep3	rd3	nopos
EDGER_effects	0	0.9071062789707784	0.8389253698539393	sim2	rep3	rd3	nopos
LIMMA_effects	0	0.8547169245092959	0.8288222947789755	sim2	rep3	rd3	nopos
DIMSUM_effects	149	0.6613675580176459	0.6090037717322998	sim2	rep3	rd3	nopos
ENRICH2_effects	0	0.8780113079584859	0.8207481325204042	sim3	rep3	rd3	nopos
ROSACE_effects	4	0.9093734841778282	0.8456451021291798	sim3	rep3	rd3	nopos
ROSACENP_effects	4	0.8651548127927119	0.8345008268713193	sim3	rep3	rd3	nopos
SLR_effects	4	0.8856823541807654	0.8385489992787108	sim3	rep3	rd3	nopos
EDGER_effects	0	0.9053411442536536	0.8420238761192715	sim3	rep3	rd3	nopos
LIMMA_effects	0	0.8604242706284865	0.8311259058622835	sim3	rep3	rd3	nopos
DIMSUM_effects	100	0.6500420183321504	0.6013071723268004	sim3	rep3	rd3	nopos
ENRICH2_effects	0	0.8791625008789632	0.8235324689032388	sim4	rep3	rd3	nopos
ROSACE_effects	11	0.9076652389726022	0.8506609039934491	sim4	rep3	rd3	nopos
ROSACENP_effects	11	0.8566753141128765	0.838397146799388	sim4	rep3	rd3	nopos
SLR_effects	11	0.8790466086902796	0.8410727090805145	sim4	rep3	rd3	nopos
EDGER_effects	0	0.9046920489262216	0.8465504272060178	sim4	rep3	rd3	nopos
LIMMA_effects	0	0.8493570356874086	0.8332864450358385	sim4	rep3	rd3	nopos
DIMSUM_effects	128	0.6490438213976711	0.6025083214875793	sim4	rep3	rd3	nopos
ENRICH2_effects	0	0.8824039331272622	0.8302618461537484	sim5	rep3	rd3	nopos
ROSACE_effects	14	0.9101761168441378	0.8583736089338555	sim5	rep3	rd3	nopos
ROSACENP_effects	14	0.8659467806002841	0.8460458249065577	sim5	rep3	rd3	nopos
SLR_effects	14	0.8795694702548489	0.8442595204259823	sim5	rep3	rd3	nopos
EDGER_effects	0	0.9047114472961338	0.8521234429946722	sim5	rep3	rd3	nopos
LIMMA_effects	0	0.8485532680930589	0.8353901742364979	sim5	rep3	rd3	nopos
DIMSUM_effects	164	0.6648892306153471	0.6309455631441585	sim5	rep3	rd3	nopos
ENRICH2_effects	0	0.8823313346655848	0.8190960551846405	sim6	rep3	rd3	nopos
ROSACE_effects	6	0.909448950321994	0.8464851484701484	sim6	rep3	rd3	nopos
ROSACENP_effects	6	0.865326900473454	0.8364754280591675	sim6	rep3	rd3	nopos
SLR_effects	6	0.8856326152337297	0.8380480264664435	sim6	rep3	rd3	nopos
EDGER_effects	0	0.9065393207784256	0.8398952291658889	sim6	rep3	rd3	nopos
LIMMA_effects	0	0.8594587194575717	0.8309452177651893	sim6	rep3	rd3	nopos
DIMSUM_effects	115	0.6614433369865507	0.6114244144733479	sim6	rep3	rd3	nopos
ENRICH2_effects	0	0.8855696119014598	0.8307107267352924	sim7	rep3	rd3	nopos
ROSACE_effects	10	0.9105040463761772	0.8535316161272426	sim7	rep3	rd3	nopos
ROSACENP_effects	10	0.8608634061026881	0.8405934643649855	sim7	rep3	rd3	nopos
SLR_effects	10	0.8858807562989381	0.8430793862883849	sim7	rep3	rd3	nopos
EDGER_effects	0	0.9081762520365052	0.8501718202436972	sim7	rep3	rd3	nopos
LIMMA_effects	0	0.8586192145444721	0.8341423596769333	sim7	rep3	rd3	nopos
DIMSUM_effects	112	0.6490427754427539	0.6067451765066657	sim7	rep3	rd3	nopos
ENRICH2_effects	0	0.8823104021427525	0.8166585642385011	sim8	rep3	rd3	nopos
ROSACE_effects	10	0.9116349166427062	0.8450687081471325	sim8	rep3	rd3	nopos
ROSACENP_effects	10	0.8649526444670579	0.8344342762710812	sim8	rep3	rd3	nopos
SLR_effects	10	0.8837262709732046	0.8350568531520682	sim8	rep3	rd3	nopos
EDGER_effects	0	0.904332609164028	0.8356166866368456	sim8	rep3	rd3	nopos
LIMMA_effects	0	0.8547505724650415	0.8278411294667554	sim8	rep3	rd3	nopos
DIMSUM_effects	136	0.6598770143309739	0.6072747675772381	sim8	rep3	rd3	nopos
ENRICH2_effects	0	0.8918934516049094	0.8305805886018929	sim9	rep3	rd3	nopos
ROSACE_effects	4	0.9134713761760492	0.8514963039943557	sim9	rep3	rd3	nopos
ROSACENP_effects	4	0.8618524162369989	0.8388572009105807	sim9	rep3	rd3	nopos
SLR_effects	4	0.8880554961085193	0.8416990699308903	sim9	rep3	rd3	nopos
EDGER_effects	0	0.9109197478029872	0.8465713195133772	sim9	rep3	rd3	nopos
LIMMA_effects	0	0.8651877992745407	0.8349853156945	sim9	rep3	rd3	nopos
DIMSUM_effects	118	0.6479686231564729	0.6075761837591168	sim9	rep3	rd3	nopos
ENRICH2_effects	0	0.7627560368470703	0.7679299319984837	sim1	rep1	rd1	pos
ROSACE_effects	752	0.8210417531661681	0.7911230875341569	sim1	rep1	rd1	pos
ROSACENP_effects	752	0.6195368161139935	0.7396810860903478	sim1	rep1	rd1	pos
SLR_effects	752	0.8126191627731618	0.786707363552215	sim1	rep1	rd1	pos
DIMSUM_effects	2176	0.5155586208937352	0.4225759833812221	sim1	rep1	rd1	pos
ENRICH2_effects	0	0.7554775917903122	0.7719529139626248	sim10	rep1	rd1	pos
ROSACE_effects	762	0.8181501738737385	0.7982022939963135	sim10	rep1	rd1	pos
ROSACENP_effects	762	0.6029890428885628	0.7415460277350092	sim10	rep1	rd1	pos
SLR_effects	762	0.811185002635964	0.7939644385956715	sim10	rep1	rd1	pos
DIMSUM_effects	2249	0.5385416965819042	0.44575105813424143	sim10	rep1	rd1	pos
ENRICH2_effects	0	0.7643538811687435	0.7732266661627025	sim2	rep1	rd1	pos
ROSACE_effects	719	0.821603374197794	0.792038606201585	sim2	rep1	rd1	pos
ROSACENP_effects	719	0.595847375851542	0.7344880850071794	sim2	rep1	rd1	pos
SLR_effects	719	0.8137671431336326	0.7880507019925836	sim2	rep1	rd1	pos
DIMSUM_effects	2170	0.5219395005761226	0.4336056266163993	sim2	rep1	rd1	pos
ENRICH2_effects	0	0.750104976236351	0.7320571573801005	sim3	rep1	rd1	pos
ROSACE_effects	712	0.8071713076801275	0.7466327663081215	sim3	rep1	rd1	pos
ROSACENP_effects	712	0.616789350405798	0.691618188536541	sim3	rep1	rd1	pos
SLR_effects	712	0.7974854972029973	0.7419651778357004	sim3	rep1	rd1	pos
DIMSUM_effects	1916	0.4582066238969994	0.35903014526645904	sim3	rep1	rd1	pos
ENRICH2_effects	0	0.7643025679728773	0.7595654467686818	sim4	rep1	rd1	pos
ROSACE_effects	701	0.8136227430921722	0.7741221844828805	sim4	rep1	rd1	pos
ROSACENP_effects	701	0.5940961142389806	0.7115516003139686	sim4	rep1	rd1	pos
SLR_effects	701	0.804945014527349	0.7699188456747398	sim4	rep1	rd1	pos
DIMSUM_effects	2051	0.5084407816776871	0.4129234129756385	sim4	rep1	rd1	pos
ENRICH2_effects	0	0.7478245885535357	0.7650516729412076	sim5	rep1	rd1	pos
ROSACE_effects	754	0.8176737811642393	0.793818032639923	sim5	rep1	rd1	pos
ROSACENP_effects	754	0.5974595033009593	0.7306242378378224	sim5	rep1	rd1	pos
SLR_effects	754	0.8097397616966372	0.7895785279980959	sim5	rep1	rd1	pos
DIMSUM_effects	2239	0.5394171939693418	0.4533398213383667	sim5	rep1	rd1	pos
ENRICH2_effects	0	0.7609044831120519	0.75832129440295315	sim6	rep1	rd1	pos
ROSACE_effects	697	0.8225094437295688	0.781602509095562	sim6	rep1	rd1	pos
ROSACENP_effects	697	0.5995958315524138	0.7230610827981809	sim6	rep1	rd1	pos
SLR_effects	697	0.8136131923598781	0.776912394095241	sim6	rep1	rd1	pos
DIMSUM_effects	2096	0.5249809352324419	0.4211964520545391	sim6	rep1	rd1	pos
ENRICH2_effects	0	0.7513276168329097	0.7620137438784262	sim7	rep1	rd1	pos
ROSACE_effects	774	0.8174740932585819	0.7909711294376133	sim7	rep1	rd1	pos
ROSACENP_effects	774	0.5862853218634645	0.7234988864347552	sim7	rep1	rd1	pos
SLR_effects	774	0.809089755628974	0.7864955514801305	sim7	rep1	rd1	pos
DIMSUM_effects	2101	0.5373069471874974	0.4500014856155812	sim7	rep1	rd1	pos
ENRICH2_effects	0	0.7561525680973674	0.7622280537137753	sim8	rep1	rd1	pos
ROSACE_effects	744	0.8220060523990865	0.7827947367653867	sim8	rep1	rd1	pos
ROSACENP_effects	744	0.61134562043464	0.7244031173209234	sim8	rep1	rd1	pos
SLR_effects	744	0.8135996194339017	0.7782818387386721	sim8	rep1	rd1	pos
DIMSUM_effects	2176	0.4952989922676776	0.3974381447515987	sim8	rep1	rd1	pos
ENRICH2_effects	0	0.7597080611852166	0.7679217462212521	sim9	rep1	rd1	pos
ROSACE_effects	698	0.8199277816168904	0.7932697985591342	sim9	rep1	rd1	pos
ROSACENP_effects	698	0.6175446753118295	0.7377450682640335	sim9	rep1	rd1	pos
SLR_effects	698	0.8115901182135488	0.7881208268321643	sim9	rep1	rd1	pos
DIMSUM_effects	2132	0.5379645718699001	0.4592050236098073	sim9	rep1	rd1	pos
