test	num_na	corr_pearson	corr_spearman	sim	rep	rd
ROSACE_effects	0	0.6953512607609926	0.6779372345290083	sim1	rep1	rd3
SLR_effects	0	0.6007474011391329	0.6701938590973515	sim1	rep1	rd3
ENRICH2_effects	0	0.7172865069992801	0.6661011062552095	sim1	rep1	rd3
EDGER_effects	0	0.6569311481359449	0.670839278757719	sim1	rep1	rd3
LIMMA_effects	0	0.6876922530203239	0.6683887089524514	sim1	rep1	rd3
ROSACE_effects	0	0.6873683871402647	0.6741302540490456	sim10	rep1	rd3
SLR_effects	0	0.5933867408045675	0.6673193859410241	sim10	rep1	rd3
ENRICH2_effects	0	0.7112973408274225	0.6609226106074385	sim10	rep1	rd3
EDGER_effects	0	0.6468811079003713	0.666975420136959	sim10	rep1	rd3
LIMMA_effects	0	0.6768560818733884	0.663691648229171	sim10	rep1	rd3
ROSACE_effects	0	0.676605438487404	0.6556584632368396	sim2	rep1	rd3
SLR_effects	0	0.5777492785048144	0.6482073961863994	sim2	rep1	rd3
ENRICH2_effects	0	0.7001135393814807	0.64291197307293	sim2	rep1	rd3
EDGER_effects	0	0.6325955777089115	0.647947903698482	sim2	rep1	rd3
LIMMA_effects	0	0.673760588678175	0.6450134687099512	sim2	rep1	rd3
ROSACE_effects	0	0.6869445321850072	0.667733755206367	sim3	rep1	rd3
SLR_effects	0	0.5908803960848392	0.660687689842746	sim3	rep1	rd3
ENRICH2_effects	0	0.7140742603997045	0.655436375599865	sim3	rep1	rd3
EDGER_effects	0	0.6468923775120341	0.6607897323117696	sim3	rep1	rd3
LIMMA_effects	0	0.6787109952905951	0.6584004797476005	sim3	rep1	rd3
ROSACE_effects	0	0.6937069191773696	0.6758501532232358	sim4	rep1	rd3
SLR_effects	0	0.6001200107433493	0.6689980850923464	sim4	rep1	rd3
ENRICH2_effects	0	0.7176776364579496	0.6630584573685431	sim4	rep1	rd3
EDGER_effects	0	0.6536944252784304	0.6689695962508572	sim4	rep1	rd3
LIMMA_effects	0	0.6846115367740562	0.6660125550774196	sim4	rep1	rd3
ROSACE_effects	0	0.6856844889578725	0.6693188141483631	sim5	rep1	rd3
SLR_effects	0	0.5921975892260082	0.6628524234959348	sim5	rep1	rd3
ENRICH2_effects	0	0.7096140278182029	0.6559741118817995	sim5	rep1	rd3
EDGER_effects	0	0.644830157717196	0.6624127448859838	sim5	rep1	rd3
LIMMA_effects	0	0.6794384402106964	0.6597098334230758	sim5	rep1	rd3
ROSACE_effects	0	0.6874852361107696	0.6620042885231548	sim6	rep1	rd3
SLR_effects	0	0.590327868467003	0.6548805899393083	sim6	rep1	rd3
ENRICH2_effects	0	0.7080825924191037	0.6480671110811493	sim6	rep1	rd3
EDGER_effects	0	0.6421737101444378	0.6546391302706268	sim6	rep1	rd3
LIMMA_effects	0	0.6850729632646151	0.6510708430177863	sim6	rep1	rd3
ROSACE_effects	0	0.6987213826722976	0.6815605021292338	sim7	rep1	rd3
SLR_effects	0	0.605416318723247	0.6745139453455304	sim7	rep1	rd3
ENRICH2_effects	0	0.7187390222707954	0.6679738251238918	sim7	rep1	rd3
EDGER_effects	0	0.6605962296429037	0.6743344912935305	sim7	rep1	rd3
LIMMA_effects	0	0.6967838475815431	0.6711407921937671	sim7	rep1	rd3
ROSACE_effects	0	0.6808265182271034	0.6607771737378628	sim8	rep1	rd3
SLR_effects	0	0.5845139375020887	0.6532894722393832	sim8	rep1	rd3
ENRICH2_effects	0	0.701136449494364	0.6489642985693728	sim8	rep1	rd3
EDGER_effects	0	0.6385771279609798	0.6539222564499334	sim8	rep1	rd3
LIMMA_effects	0	0.668774218356833	0.6507061244158413	sim8	rep1	rd3
ROSACE_effects	0	0.6859480298594327	0.6681248915670297	sim9	rep1	rd3
