model	rank	TP	FN	FP	TN	NAR	FDR	Power	Sensitivity	sim
ROSACE	0.001	0.8333333333333334	0	0.16666666666666666	0	0	0.16666666666666666	1	0.00337837837837837	sim1
ROSACE	0.002	0.8333333333333334	0	0.16666666666666666	0	0	0.16666666666666666	1	0.00675675675675675	sim1
ROSACE	0.003	0.8333333333333334	0	0.16666666666666666	0	0	0.16666666666666666	1	0.01013513513513513	sim1
ROSACE	0.004	0.875	0	0.125	0	0	0.125	1	0.01418918918918919	sim1
ROSACE	0.005	0.8666666666666667	0	0.13333333333333333	0	0	0.13333333333333333	1	0.01756756756756757	sim1
ROSACE	0.006	0.8611111111111112	0	0.1388888888888889	0	0	0.1388888888888889	1	0.02094594594594594	sim1
ROSACE	0.007	0.8809523809523809	0	0.11904761904761904	0	0	0.11904761904761904	1	0.025	sim1
ROSACE	0.008	0.8333333333333334	0	0.16666666666666666	0	0	0.16666666666666666	1	0.02702702702702703	sim1
ROSACE	0.009	0.8148148148148148	0	0.18518518518518515	0	0	0.18518518518518515	1	0.02972972972972973	sim1
ROSACE	0.01	0.8333333333333334	0	0.16666666666666666	0	0	0.16666666666666666	1	0.03378378378378378	sim1
ROSACE	0.011	0.8333333333333334	0	0.16666666666666666	0	0	0.16666666666666666	1	0.03716216216216216	sim1
ROSACE	0.012	0.8055555555555556	0	0.19444444444444445	0	0	0.19444444444444445	1	0.03918918918918919	sim1
ROSACE	0.013	0.8076923076923077	0	0.19230769230769232	0	0	0.19230769230769232	1	0.04256756756756757	sim1
ROSACE	0.014	0.8095238095238095	0	0.1904761904761905	0	0	0.1904761904761905	1	0.04594594594594595	sim1
ROSACE	0.015	0.8	0	0.2	0	0	0.2	1	0.04864864864864865	sim1
ROSACE	0.016	0.7604166666666666	0	0.23958333333333337	0	0	0.23958333333333337	1	0.04932432432432433	sim1
ROSACE	0.017	0.7745098039215687	0	0.22549019607843135	0	0	0.22549019607843135	1	0.05337837837837838	sim1
ROSACE	0.018	0.7685185185185185	0	0.23148148148148148	0	0	0.23148148148148148	1	0.05608108108108108	sim1
ROSACE	0.019	0.7719298245614035	0	0.22807017543859648	0	0	0.22807017543859648	1	0.05945945945945946	sim1
ROSACE	0.02	0.7666666666666667	0	0.23333333333333336	0	0	0.23333333333333336	1	0.06216216216216216	sim1
ROSACE	0.021	0.753968253968254	0	0.246031746031746	0	0	0.246031746031746	1	0.06418918918918919	sim1
ROSACE	0.022	0.7348484848484849	0	0.26515151515151514	0	0	0.26515151515151514	1	0.06554054054054054	sim1
