model	rank	TP	FN	FP	TN	NAR	FDR	Power	Sensitivity	sim
ROSACE	0.141	0.439067055393586	0	0.560932944606414	0	0	0.560932944606414	1	0.3027744270205066	sim1
ROSACE	0.142	0.4389114070642733	0	0.5610885929357267	0	0	0.5610885929357267	1	0.3047848813831926	sim1
ROSACE	0.143	0.437607820586544	0	0.562392179413456	0	0	0.562392179413456	1	0.3059911540008042	sim1
ROSACE	0.144	0.4368932038834951	0	0.5631067961165048	0	0	0.5631067961165048	1	0.30759951749095293	sim1
ROSACE	0.145	0.43594104308390025	0	0.5640589569160998	0	0	0.5640589569160998	1	0.30920788098110175	sim1
ROSACE	0.146	0.4358108108108108	0	0.5641891891891891	0	0	0.5641891891891891	1	0.3112183353437877	sim1
ROSACE	0.147	0.4356823266219239	0	0.564317673378076	0	0	0.564317673378076	1	0.31322878970647366	sim1
ROSACE	0.148	0.43555555555555553	0	0.5644444444444444	0	0	0.5644444444444444	1	0.31523924406915965	sim1
ROSACE	0.149	0.4337748344370861	0	0.5662251655629139	0	0	0.5662251655629139	1	0.316043425814234	sim1
ROSACE	0.15	0.4336622807017544	0	0.5663377192982456	0	0	0.5663377192982456	1	0.31805388017692	sim1
ROSACE	0.151	0.43331518780620576	0	0.5666848121937942	0	0	0.5666848121937942	1	0.320064334539606	sim1
ROSACE	0.152	0.43158464034613303	0	0.5684153596538669	0	0	0.5684153596538669	1	0.3208685162846803	sim1
ROSACE	0.153	0.4331004836109619	0	0.5668995163890381	0	0	0.5668995163890381	1	0.3240852432649779	sim1
ROSACE	0.154	0.43299519487453286	0	0.5670048051254671	0	0	0.5670048051254671	1	0.3260956976276638	sim1
ROSACE	0.155	0.4312997347480106	0	0.5687002652519894	0	0	0.5687002652519894	1	0.32689987937273823	sim1
ROSACE	0.156	0.430152872957301	0	0.569847127042699	0	0	0.569847127042699	1	0.3281061519903498	sim1
ROSACE	0.157	0.4277486910994765	0	0.5722513089005236	0	0	0.5722513089005236	1	0.328508242862887	sim1
ROSACE	0.158	0.42767950052029136	0	0.5723204994797086	0	0	0.5723204994797086	1	0.330518697225573	sim1
ROSACE	0.159	0.4270941054808687	0	0.5729058945191313	0	0	0.5729058945191313	1	0.33212706071572173	sim1
ROSACE	0.16	0.4265159301130524	0	0.5734840698869476	0	0	0.5734840698869476	1	0.33373542420587055	sim1
ROSACE	0.161	0.4259448416751787	0	0.5740551583248212	0	0	0.5740551583248212	1	0.3353437876960193	sim1
ROSACE	0.162	0.42385786802030456	0	0.5761421319796954	0	0	0.5761421319796954	1	0.3357458785685565	sim1
ROSACE	0.163	0.42259203227433184	0	0.5774079677256682	0	0	0.5774079677256682	1	0.33695215118616806	sim1
ROSACE	0.164	0.42155388471177946	0	0.5784461152882205	0	0	0.5784461152882205	1	0.33815842380377964	sim1
ROSACE	0.165	0.4205281514698555	0	0.5794718485301444	0	0	0.5794718485301444	1	0.3393646964213912	sim1
ROSACE	0.166	0.4205052005943537	0	0.5794947994056464	0	0	0.5794947994056464	1	0.3413751507840772	sim1
ROSACE	0.167	0.41999015263417033	0	0.5800098473658296	0	0	0.5800098473658296	1	0.34298351427422596	sim1
ROSACE	0.168	0.42046010768477726	0	0.5795398923152227	0	0	0.5795398923152227	1	0.3453960595094491	sim1
ROSACE	0.169	0.42023346303501946	0	0.5797665369649806	0	0	0.5797665369649806	1	0.3474065138721351	sim1
ROSACE	0.17	0.4211798839458414	0	0.5788201160541586	0	0	0.5788201160541586	1	0.35022114997989545	sim1
ROSACE	0.171	0.4206730769230769	0	0.5793269230769231	0	0	0.5793269230769231	1	0.3518295134700442	sim1
ROSACE	0.172	0.4206500956022944	0	0.5793499043977055	0	0	0.5793499043977055	1	0.3538399678327302	sim1
ROSACE	0.173	0.4206273764258555	0	0.5793726235741445	0	0	0.5793726235741445	1	0.3558504221954162	sim1
ROSACE	0.174	0.42107750472589794	0	0.5789224952741021	0	0	0.5789224952741021	1	0.35826296743063935	sim1
ROSACE	0.175	0.4208548614372945	0	0.5791451385627054	0	0	0.5791451385627054	1	0.3602734217933253	sim1
ROSACE	0.176	0.422232601588043	0	0.577767398411957	0	0	0.577767398411957	1	0.3634901487736229	sim1
ROSACE	0.177	0.4208081746400372	0	0.5791918253599628	0	0	0.5791918253599628	1	0.3642943305186973	sim1
ROSACE	0.178	0.41986143187066977	0	0.5801385681293303	0	0	0.5801385681293303	1	0.3655006031363088	sim1
ROSACE	0.179	0.41846577859439593	0	0.5815342214056041	0	0	0.5815342214056041	1	0.3663047848813832	sim1
ROSACE	0.18	0.41799908634079486	0	0.5820009136592051	0	0	0.5820009136592051	1	0.36791314837153194	sim1
ROSACE	0.181	0.4187102633969119	0	0.5812897366030881	0	0	0.5812897366030881	1	0.37072778447929233	sim1
ROSACE	0.182	0.4182475158084914	0	0.5817524841915086	0	0	0.5817524841915086	1	0.3723361479694411	sim1
ROSACE	0.183	0.417789757412399	0	0.5822102425876011	0	0	0.5822102425876011	1	0.37394451145958985	sim1
ROSACE	0.184	0.41778373547810543	0	0.5822162645218946	0	0	0.5822162645218946	1	0.37595496582227583	sim1
ROSACE	0.185	0.4182222222222222	0	0.5817777777777777	0	0	0.5817777777777777	1	0.378367511057499	sim1
ROSACE	0.186	0.4177718832891247	0	0.5822281167108754	0	0	0.5822281167108754	1	0.37997587454764775	sim1
ROSACE	0.187	0.41626373626373625	0	0.5837362637362637	0	0	0.5837362637362637	1	0.38078005629272216	sim1
ROSACE	0.188	0.4153913423699169	0	0.5846086576300831	0	0	0.5846086576300831	1	0.38198632891033374	sim1
ROSACE	0.189	0.41626794258373206	0	0.583732057416268	0	0	0.583732057416268	1	0.3848009650180941	sim1
ROSACE	0.19	0.4162700129813933	0	0.5837299870186067	0	0	0.5837299870186067	1	0.38681141938078006	sim1
ROSACE	0.191	0.4158415841584158	0	0.5841584158415841	0	0	0.5841584158415841	1	0.3884197828709288	sim1
ROSACE	0.192	0.41627408993576015	0	0.5837259100642398	0	0	0.5837259100642398	1	0.390832328106152	sim1
ROSACE	0.193	0.41652470187393525	0	0.5834752981260647	0	0	0.5834752981260647	1	0.39324487334137515	sim1
ROSACE	0.194	0.41567796610169494	0	0.5843220338983051	0	0	0.5843220338983051	1	0.3944511459589867	sim1
ROSACE	0.195	0.41526138279932545	0	0.5847386172006745	0	0	0.5847386172006745	1	0.3960595094491355	sim1
ROSACE	0.196	0.4148489932885906	0	0.5851510067114094	0	0	0.5851510067114094	1	0.3976678729392843	sim1
ROSACE	0.197	0.414440734557596	0	0.585559265442404	0	0	0.585559265442404	1	0.39927623642943305	sim1
ROSACE	0.198	0.41362126245847175	0	0.5863787375415282	0	0	0.5863787375415282	1	0.40048250904704463	sim1
ROSACE	0.199	0.41305245766212306	0	0.5869475423378769	0	0	0.5869475423378769	1	0.4020908725371934	sim1
ROSACE	0.2	0.41224825318536784	0	0.5877517468146322	0	0	0.5877517468146322	1	0.40329714515480497	sim1
ROSACE	0.201	0.4130879345603272	0	0.5869120654396728	0	0	0.5869120654396728	1	0.40611178126256536	sim1
ROSACE	0.202	0.4135124135124135	0	0.5864875864875865	0	0	0.5864875864875865	1	0.4085243264977885	sim1
ROSACE	0.203	0.41271769947347103	0	0.587282300526529	0	0	0.587282300526529	1	0.4097305991154001	sim1
ROSACE	0.204	0.4127367996775494	0	0.5872632003224506	0	0	0.5872632003224506	1	0.4117410534780861	sim1
ROSACE	0.205	0.4125902165196472	0	0.5874097834803529	0	0	0.5874097834803529	1	0.413751507840772	sim1
ROSACE	0.206	0.41221069433359936	0	0.5877893056664006	0	0	0.5877893056664006	1	0.4153598713309208	sim1
ROSACE	0.207	0.41223193010325654	0	0.5877680698967435	0	0	0.5877680698967435	1	0.4173703256936068	sim1
ROSACE	0.208	0.41185770750988143	0	0.5881422924901186	0	0	0.5881422924901186	1	0.4189786891837555	sim1
ROSACE	0.209	0.4114870180959874	0	0.5885129819040126	0	0	0.5885129819040126	1	0.4205870526739043	sim1
ROSACE	0.21	0.4111198120595145	0	0.5888801879404855	0	0	0.5888801879404855	1	0.4221954161640531	sim1
ROSACE	0.211	0.4105960264900662	0	0.5894039735099338	0	0	0.5894039735099338	1	0.42380377965420185	sim1
ROSACE	0.212	0.410624272974021	0	0.5893757270259791	0	0	0.5893757270259791	1	0.42581423401688784	sim1
ROSACE	0.213	0.4110382091856426	0	0.5889617908143574	0	0	0.5889617908143574	1	0.428226779252111	sim1
ROSACE	0.214	0.4106799846331156	0	0.5893200153668844	0	0	0.5893200153668844	1	0.42983514274225976	sim1
ROSACE	0.215	0.4103250478011472	0	0.5896749521988528	0	0	0.5896749521988528	1	0.4314435062324085	sim1
ROSACE	0.216	0.40959269128283216	0	0.5904073087171678	0	0	0.5904073087171678	1	0.4326497788500201	sim1
ROSACE	0.217	0.4090909090909091	0	0.5909090909090909	0	0	0.5909090909090909	1	0.4342581423401689	sim1
ROSACE	0.218	0.4098793363499246	0	0.5901206636500754	0	0	0.5901206636500754	1	0.4370727784479293	sim1
ROSACE	0.219	0.4084084084084084	0	0.5915915915915916	0	0	0.5915915915915916	1	0.4374748693204664	sim1
ROSACE	0.22	0.40881913303437967	0	0.5911808669656203	0	0	0.5911808669656203	1	0.4398874145556896	sim1
ROSACE	0.221	0.4077380952380952	0	0.5922619047619048	0	0	0.5922619047619048	1	0.440691596300764	sim1
ROSACE	0.222	0.4066666666666667	0	0.5933333333333334	0	0	0.5933333333333334	1	0.44149577804583834	sim1
ROSACE	0.223	0.40619240692959824	0	0.5938075930704018	0	0	0.5938075930704018	1	0.4431041415359871	sim1
ROSACE	0.224	0.40660550458715594	0	0.5933944954128441	0	0	0.5933944954128441	1	0.4455166867712103	sim1
ROSACE	0.225	0.4062842528315674	0	0.5937157471684326	0	0	0.5937157471684326	1	0.447125050261359	sim1
ROSACE	0.226	0.4056020371044016	0	0.5943979628955984	0	0	0.5943979628955984	1	0.44833132287897065	sim1
ROSACE	0.227	0.4049257515392974	0	0.5950742484607027	0	0	0.5950742484607027	1	0.44953759549658223	sim1
ROSACE	0.228	0.4060584204832311	0	0.5939415795167688	0	0	0.5939415795167688	1	0.4527543224768798	sim1
ROSACE	0.229	0.40559942569992824	0	0.5944005743000718	0	0	0.5944005743000718	1	0.45436268596702856	sim1
ROSACE	0.23	0.4056468906361687	0	0.5943531093638313	0	0	0.5943531093638313	1	0.4563731403297145	sim1
ROSACE	0.231	0.40462633451957297	0	0.595373665480427	0	0	0.595373665480427	1	0.4571773220747889	sim1
ROSACE	0.232	0.4036144578313253	0	0.5963855421686747	0	0	0.5963855421686747	1	0.4579815038198633	sim1
ROSACE	0.233	0.40261115031757233	0	0.5973888496824277	0	0	0.5973888496824277	1	0.4587856855649377	sim1
ROSACE	0.234	0.4026704146170063	0	0.5973295853829936	0	0	0.5973295853829936	1	0.4607961399276237	sim1
ROSACE	0.235	0.4032878628891221	0	0.5967121371108779	0	0	0.5967121371108779	1	0.463610776035384	sim1
ROSACE	0.236	0.4019505398815744	0	0.5980494601184256	0	0	0.5980494601184256	1	0.4640128669079212	sim1
ROSACE	0.237	0.4023586541796739	0	0.597641345820326	0	0	0.597641345820326	1	0.4664254121431444	sim1
ROSACE	0.238	0.4013816925734024	0	0.5986183074265976	0	0	0.5986183074265976	1	0.4672295938882187	sim1
ROSACE	0.239	0.4011007911936704	0	0.5988992088063295	0	0	0.5988992088063295	1	0.46883795737836753	sim1
ROSACE	0.24	0.40082219938335045	0	0.5991778006166495	0	0	0.5991778006166495	1	0.4704463208685163	sim1
ROSACE	0.241	0.4004092769440655	0	0.5995907230559345	0	0	0.5995907230559345	1	0.47205468435866504	sim1
ROSACE	0.242	0.3997961956521739	0	0.600203804347826	0	0	0.600203804347826	1	0.4732609569762766	sim1
