model	fdr	TP	FN	FP	TN	NAR	FDR	Power	sim
ROSACE	0	0	0.20442216011836264	0	0.7955778398816373	0	NA	0	sim1
ROSACE	1e-5	0.18058523754726288	0.02383692257109978	0	0.7955778398816373	0	0	0.8833936469642139	sim1
ROSACE	2e-5	0.18354430379746836	0.02087785632089429	0	0.7955778398816373	0	0	0.8978689183755529	sim1
ROSACE	3.0000000000000004e-5	0.18494164063784316	0.01948051948051948	0	0.7955778398816373	0	0	0.90470446320868525	sim1
ROSACE	4e-5	0.18576360348512247	0.01865855663324018	0	0.7955778398816373	0	0	0.9087253719340572	sim1
ROSACE	5e-5	0.1866677626171297	0.01775439750123294	0	0.7955778398816373	0	0	0.9131483715319662	sim1
ROSACE	6.000000000000001e-5	0.1877363143185928	0.01668584579976985	0	0.7955778398816373	0	0	0.9183755528749498	sim1
ROSACE	7.000000000000001e-5	0.1882294920269604	0.01619266809140226	0	0.7955778398816373	0	0	0.9207880981101728	sim1
ROSACE	8e-5	0.1888048660200559	0.01561729409830675	0	0.7955778398816373	0	0	0.9236027342179332	sim1
ROSACE	9e-5	0.18921584744369557	0.0152063126746671	0	0.7955778398816373	0	0	0.9256131885806193	sim1
ROSACE	1e-4	0.1895446325826073	0.01487752753575538	0	0.7955778398816373	0	0	0.927221552070768	sim1
ROSACE	1.1e-4	0.18995561400624691	0.01446654611211573	0	0.7955778398816373	0	0	0.929232006433454	sim1
ROSACE	1.2000000000000002e-4	0.19036659542988657	0.01405556468847608	0	0.7955778398816373	0	0	0.93124246079614	sim1
ROSACE	1.3000000000000002e-4	0.19069538056879828	0.01372677954956435	0	0.7955778398816373	0	0	0.9328508242862888	sim1
ROSACE	1.4e-4	0.19094196942298208	0.01348019069538056	0	0.7955778398816373	0	0	0.9340570969039004	sim1
ROSACE	1.5e-4	0.19118855827716588	0.01323360184119677	0	0.7955778398816373	0	0	0.9352633695215118	sim1
ROSACE	1.6e-4	0.19143514713134965	0.01298701298701298	0	0.7955778398816373	0	0	0.9364696421391234	sim1
ROSACE	1.7e-4	0.1917639322702614	0.01265822784810126	0	0.7955778398816373	0	0	0.938078005629272	sim1
ROSACE	1.8e-4	0.1917639322702614	0.01265822784810126	0	0.7955778398816373	0	0	0.938078005629272	sim1
ROSACE	1.9e-4	0.19192832483971725	0.0124938352786454	0	0.7955778398816373	0	0	0.9388821873743468	sim1
ROSACE	2e-4	0.1920927174091731	0.01232944270918954	0	0.7955778398816373	0	0	0.939686369119421	sim1
ROSACE	2.1e-4	0.1923393062633569	0.01208285385500575	8.21962847279303e-5	0.7954956435969094	0	4.271678769756514e-4	0.9408926417370324	sim1
ROSACE	2.2e-4	0.19250369883281276	0.01191846128554989	8.21962847279303e-5	0.7954956435969094	0	4.268032437046521e-4	0.941696823482107	sim1
ROSACE	2.3e-4	0.19275028768699656	0.0116718724313661	8.21962847279303e-5	0.7954956435969094	0	4.262574595055414e-4	0.9429030960997185	sim1
ROSACE	2.4000000000000003e-4	0.1929146802564524	0.01150747986191024	8.21962847279303e-5	0.7954956435969094	0	4.2589437819420784e-4	0.9437072778447928	sim1
ROSACE	2.5e-4	0.1929968765411803	0.01142528357718231	8.21962847279303e-5	0.7954956435969094	0	4.257130693912303e-4	0.94410936871733	sim1
ROSACE	2.6000000000000003e-4	0.1931612691106362	0.01126089100772645	8.21962847279303e-5	0.7954956435969094	0	4.253509145044662e-4	0.9449135504624044	sim1
ROSACE	2.7e-4	0.19324346539536413	0.01117869472299852	8.21962847279303e-5	0.7954956435969094	0	4.2517006802721087e-4	0.9453156413349416	sim1
ROSACE	2.8000000000000003e-4	0.19332566168009205	0.01109649843827059	8.21962847279303e-5	0.7954956435969094	0	4.249893752656184e-4	0.9457177322074788	sim1
ROSACE	2.9e-4	0.19340785796482	0.01101430215354266	8.21962847279303e-5	0.7954956435969094	0	4.248088360237893e-4	0.946119823080016	sim1
ROSACE	3.0000000000000003e-4	0.19349005424954793	0.01093210586881473	8.21962847279303e-5	0.7954956435969094	0	4.24628450106157e-4	0.9465219139525533	sim1
ROSACE	3.1e-4	0.1936544468190038	0.01076771329935887	8.21962847279303e-5	0.7954956435969094	0	4.242681374628766e-4	0.9473260956976276	sim1
ROSACE	3.2e-4	0.19381883938845965	0.010603320729903	8.21962847279303e-5	0.7954956435969094	0	4.23908435777872e-4	0.948130277442702	sim1
ROSACE	3.3000000000000005e-4	0.19390103567318756	0.01052112444517507	1.643925694558606e-4	0.7954134473121814	0	8.470986869970352e-4	0.9485323683152392	sim1
ROSACE	3.4e-4	0.19390103567318756	0.01052112444517507	1.643925694558606e-4	0.7954134473121814	0	8.470986869970352e-4	0.9485323683152392	sim1
ROSACE	3.5000000000000005e-4	0.19390103567318756	0.01052112444517507	1.643925694558606e-4	0.7954134473121814	0	8.470986869970352e-4	0.9485323683152392	sim1
ROSACE	3.6e-4	0.1939832319579155	0.01043892816044714	1.643925694558606e-4	0.7954134473121814	0	8.467400508044031e-4	0.9489344591877764	sim1
ROSACE	3.700000000000001e-4	0.1939832319579155	0.01043892816044714	1.643925694558606e-4	0.7954134473121814	0	8.467400508044031e-4	0.9489344591877764	sim1
ROSACE	3.8e-4	0.19406542824264345	0.01035673187571921	1.643925694558606e-4	0.7954134473121814	0	8.463817181548879e-4	0.9493365500603136	sim1
ROSACE	3.900000000000001e-4	0.19406542824264345	0.01035673187571921	1.643925694558606e-4	0.7954134473121814	0	8.463817181548879e-4	0.9493365500603136	sim1
