test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd
ENRICH2_tests	0.15995397008055237	0.03682393555811277	0.38739108992273547	0.4158310044385994	0	0.7077639285177953	0.8128654970760234	0.05	sim4	rep1	rd1
DIMSUM_tests	0.15995397008055237	0.03682393555811277	0.3887884267631103	0.4144336675982246	0	0.7085080886758538	0.8128654970760234	0.05	sim4	rep1	rd1
ROSACE_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0	sim5	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0	sim5	rep1	rd1
ENRICH2_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0	sim5	rep1	rd1
DIMSUM_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0	sim5	rep1	rd1
ROSACE_tests	0.05433174420516192	0.132089429557784	0.03353608416899556	0.7800427420680586	0	0.3816651075771749	0.29144620811287475	0.005	sim5	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim5	rep1	rd1
ENRICH2_tests	0.1323360184119678	0.05408515535097814	0.2559592306427749	0.5576195955942791	0	0.6591871295512277	0.7098765432098766	0.005	sim5	rep1	rd1
DIMSUM_tests	0.13250041098142365	0.05392076278152227	0.2576853526220615	0.5558934736149926	0	0.6604171055403413	0.7107583774250441	0.005	sim5	rep1	rd1
ROSACE_tests	0.07019562715765247	0.11622554660529344	0.04660529344073648	0.7669735327963176	0	0.3990147783251232	0.3765432098765432	0.01	sim5	rep1	rd1
