test_cutoff	FP	TP	n_ctrl	n_sig	method
0.09	0.5178571428571429	1	112	52	Rosace(nopos)
0.1	0.5446428571428571	1	112	52	Rosace(nopos)
0.11	0.5446428571428571	1	112	52	Rosace(nopos)
0.12	0.5803571428571429	1	112	52	Rosace(nopos)
0.13	0.5892857142857143	1	112	52	Rosace(nopos)
0.14	0.5892857142857143	1	112	52	Rosace(nopos)
0.15	0.5982142857142857	1	112	52	Rosace(nopos)
0.16	0.6160714285714286	1	112	52	Rosace(nopos)
0.17	0.6160714285714286	1	112	52	Rosace(nopos)
0.18	0.6517857142857143	1	112	52	Rosace(nopos)
0.19	0.6607142857142857	1	112	52	Rosace(nopos)
0.2	0.6607142857142857	1	112	52	Rosace(nopos)
0	0	0	112	52	Naive
0.01	0.044642857142857144	0.6730769230769231	112	52	Naive
0.02	0.13392857142857142	0.7115384615384616	112	52	Naive
0.03	0.22321428571428573	0.7884615384615384	112	52	Naive
0.04	0.25892857142857145	0.8653846153846154	112	52	Naive
0.05	0.2857142857142857	0.8846153846153846	112	52	Naive
0.06	0.3125	0.9230769230769231	112	52	Naive
0.07	0.3392857142857143	0.9230769230769231	112	52	Naive
0.08	0.3482142857142857	0.9807692307692307	112	52	Naive
0.09	0.375	0.9807692307692307	112	52	Naive
0.1	0.4017857142857143	0.9807692307692307	112	52	Naive
0.11	0.44642857142857145	0.9807692307692307	112	52	Naive
0.12	0.45535714285714285	0.9807692307692307	112	52	Naive
0.13	0.4642857142857143	0.9807692307692307	112	52	Naive
0.14	0.5089285714285714	0.9807692307692307	112	52	Naive
0.15	0.5357142857142857	0.9807692307692307	112	52	Naive
0.16	0.5357142857142857	0.9807692307692307	112	52	Naive
0.17	0.5446428571428571	0.9807692307692307	112	52	Naive
0.18	0.5446428571428571	0.9807692307692307	112	52	Naive
0.19	0.5446428571428571	0.9807692307692307	112	52	Naive
0.2	0.5446428571428571	0.9807692307692307	112	52	Naive
0	0	0	112	52	mutscan(edgeR)
0.01	0.0625	0.5769230769230769	112	52	mutscan(edgeR)
0.02	0.09821428571428571	0.6346153846153846	112	52	mutscan(edgeR)
0.03	0.19642857142857142	0.7692307692307693	112	52	mutscan(edgeR)
0.04	0.22321428571428573	0.8076923076923077	112	52	mutscan(edgeR)
0.05	0.24107142857142858	0.8461538461538461	112	52	mutscan(edgeR)
0.06	0.2767857142857143	0.8653846153846154	112	52	mutscan(edgeR)
0.07	0.2857142857142857	0.8653846153846154	112	52	mutscan(edgeR)
0.08	0.3125	0.8846153846153846	112	52	mutscan(edgeR)
0.09	0.33035714285714285	0.9230769230769231	112	52	mutscan(edgeR)
0.1	0.36607142857142855	0.9423076923076923	112	52	mutscan(edgeR)
0.11	0.375	0.9423076923076923	112	52	mutscan(edgeR)
0.12	0.375	0.9615384615384616	112	52	mutscan(edgeR)
0.13	0.39285714285714285	0.9615384615384616	112	52	mutscan(edgeR)
0.14	0.4017857142857143	0.9807692307692307	112	52	mutscan(edgeR)
0.15	0.4107142857142857	0.9807692307692307	112	52	mutscan(edgeR)
0.16	0.41964285714285715	0.9807692307692307	112	52	mutscan(edgeR)
0.17	0.41964285714285715	0.9807692307692307	112	52	mutscan(edgeR)
0.18	0.4732142857142857	0.9807692307692307	112	52	mutscan(edgeR)
0.19	0.4732142857142857	0.9807692307692307	112	52	mutscan(edgeR)
0.2	0.4732142857142857	0.9807692307692307	112	52	mutscan(edgeR)
0	0	0	112	52	mutscan(limma)
0.01	0.017857142857142856	0.5384615384615384	112	52	mutscan(limma)
0.02	0.0625	0.6346153846153846	112	52	mutscan(limma)
0.03	0.09821428571428571	0.7115384615384616	112	52	mutscan(limma)
0.04	0.17857142857142858	0.8269230769230769	112	52	mutscan(limma)
0.05	0.17857142857142858	0.8461538461538461	112	52	mutscan(limma)
0.06	0.1875	0.8653846153846154	112	52	mutscan(limma)
0.07	0.22321428571428573	0.8846153846153846	112	52	mutscan(limma)
0.08	0.23214285714285715	0.9423076923076923	112	52	mutscan(limma)
0.09	0.25892857142857145	0.9423076923076923	112	52	mutscan(limma)
0.1	0.25892857142857145	0.9423076923076923	112	52	mutscan(limma)
0.11	0.25892857142857145	0.9615384615384616	112	52	mutscan(limma)
0.12	0.26785714285714285	0.9807692307692307	112	52	mutscan(limma)
0.13	0.26785714285714285	1	112	52	mutscan(limma)
0.14	0.2767857142857143	1	112	52	mutscan(limma)
0.15	0.30357142857142855	1	112	52	mutscan(limma)
0.16	0.32142857142857145	1	112	52	mutscan(limma)
0.17	0.33035714285714285	1	112	52	mutscan(limma)
0.18	0.3482142857142857	1	112	52	mutscan(limma)
0.19	0.3482142857142857	1	112	52	mutscan(limma)
0.2	0.36607142857142855	1	112	52	mutscan(limma)
0	0	0	112	52	DiMSum
0.01	0.4017857142857143	0.7307692307692307	112	52	DiMSum
0.02	0.4732142857142857	0.75	112	52	DiMSum
0.03	0.5089285714285714	0.75	112	52	DiMSum
0.04	0.5089285714285714	0.75	112	52	DiMSum
0.05	0.5535714285714286	0.75	112	52	DiMSum
0.06	0.5714285714285714	0.75	112	52	DiMSum
0.07	0.5982142857142857	0.7692307692307693	112	52	DiMSum
0.08	0.625	0.7884615384615384	112	52	DiMSum
0.09	0.625	0.7884615384615384	112	52	DiMSum
0.1	0.6428571428571429	0.7884615384615384	112	52	DiMSum
0.11	0.6517857142857143	0.7884615384615384	112	52	DiMSum
0.12	0.6696428571428571	0.7884615384615384	112	52	DiMSum
0.13	0.6964285714285714	0.8076923076923077	112	52	DiMSum
0.14	0.7053571428571429	0.8076923076923077	112	52	DiMSum
0.15	0.7053571428571429	0.8076923076923077	112	52	DiMSum
0.16	0.7053571428571429	0.8076923076923077	112	52	DiMSum
0.17	0.7053571428571429	0.8269230769230769	112	52	DiMSum
0.18	0.7053571428571429	0.8461538461538461	112	52	DiMSum
0.19	0.7142857142857143	0.8461538461538461	112	52	DiMSum
0.2	0.7142857142857143	0.8461538461538461	112	52	DiMSum
