test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim
ENRICH2_tests	0.13074498091919695	0.15795586527293845	0.0589016094242575	0.6523975443836071	0	0.310586176727909	0.4528735632183908	0.05	sim8
EDGER_tests	0.08843537414965986	0.20026547204247552	1.6592002654720425e-4	0.7111332337813174	0	0.00187265917602996	0.3063218390804598	0.05	sim8
LIMMA_tests	0.1913057906089265	0.09739505558320888	0.00232288037166085	0.7089762734362037	0	0.01199657240788346	0.6626436781609196	0.05	sim8
ROSACE_tests	0	0.21569603451136551	0	0.7843039654886345	0	NA	0	0	sim9
SLR_tests	0	0.21569603451136551	0	0.7843039654886345	0	NA	0	0	sim9
ENRICH2_tests	3.318400530944085e-4	0.21536419445827112	3.318400530944085e-4	0.7839721254355401	0	0.5	0.00153846153846153	0	sim9
EDGER_tests	0	0.21569603451136551	0	0.7843039654886345	0	NA	0	0	sim9
LIMMA_tests	0	0.21569603451136551	0	0.7843039654886345	0	NA	0	0	sim9
ROSACE_tests	0.210386593661855	0.00530944084951053	0.01294176207068193	0.7713622034179526	0	0.05794947994056463	0.9753846153846154	0.005	sim9
SLR_tests	0.01028704164592666	0.20540899286543887	0	0.7843039654886345	0	0	0.04769230769230769	0.005	sim9
ENRICH2_tests	0.06520657043305127	0.15048946407831426	0.02953376472540235	0.7547702007632321	0	0.3117338003502627	0.3023076923076923	0.005	sim9
EDGER_tests	0.00348432055749128	0.21221171395387425	0	0.7843039654886345	0	0	0.01615384615384615	0.005	sim9
LIMMA_tests	0.07781649245063879	0.13787954206072672	0	0.7843039654886345	0	0	0.3607692307692308	0.005	sim9
ROSACE_tests	0.2117139538742326	0.0039820806371329	0.01825120292019247	0.766052762568442	0	0.07936507936507937	0.9815384615384616	0.01	sim9
SLR_tests	0.02007632321221171	0.1956197112991538	0	0.7843039654886345	0	0	0.09307692307692308	0.01	sim9
ENRICH2_tests	0.07300481168076987	0.14269122283059563	0.0353409656545545	0.74896299983408	0	0.3261868300153139	0.3384615384615385	0.01	sim9
EDGER_tests	0.01244400199104031	0.2032520325203252	0	0.7843039654886345	0	0	0.05769230769230769	0.01	sim9
LIMMA_tests	0.09208561473369836	0.12361041977766717	0	0.7843039654886345	0	0	0.4269230769230769	0.01	sim9
ROSACE_tests	0.2138709142193463	0.00182512029201924	0.06122448979591836	0.7230794756927161	0	0.2225572979493365	0.9915384615384616	0.05	sim9
SLR_tests	0.08262817322050771	0.13306786129085782	9.955201592832257e-4	0.7833084453293513	0	0.0119047619047619	0.38307692307692304	0.05	sim9
ENRICH2_tests	0.09888833582213372	0.11680769868923178	0.0587356893977103	0.7255682760909242	0	0.3726315789473684	0.4584615384615385	0.05	sim9
EDGER_tests	0.05923344947735191	0.1564625850340136	0	0.7843039654886345	0	0	0.2746153846153846	0.05	sim9
LIMMA_tests	0.13704994192799072	0.07864609258337481	0.00182512029201924	0.7824788451966153	0	0.01314217443249701	0.6353846153846154	0.05	sim9
