test	num_na	corr_pearson	corr_spearman	sim	rep	rd	mode
DIMSUM_effects	71	0.19217566180977877	0.12020378184954256	sim9	rep1	rd1	pos
ENRICH2_effects	0	0.6199159485565703	0.28608007361760596	sim1	rep1	rd3	pos
ROSACE_effects	5	0.7290193621894387	0.316461844908257	sim1	rep1	rd3	pos
ROSACENP_effects	5	0.4179055980253936	0.2834024639303393	sim1	rep1	rd3	pos
SLR_effects	5	0.6272235516165028	0.310313746813842	sim1	rep1	rd3	pos
EDGER_effects	0	0.6553771542145079	0.31034204391697384	sim1	rep1	rd3	pos
LIMMA_effects	0	0.6592175282990107	0.31669634786511447	sim1	rep1	rd3	pos
DIMSUM_effects	16	0.28583537268577225	0.21653156553687217	sim1	rep1	rd3	pos
ENRICH2_effects	0	0.3953813207678986	0.18626359739586257	sim10	rep1	rd3	pos
ROSACE_effects	2	0.594581392481717	0.23638320881178185	sim10	rep1	rd3	pos
ROSACENP_effects	2	0.3475713145653236	0.22616226410459053	sim10	rep1	rd3	pos
SLR_effects	2	0.510748650675484	0.23376956731465648	sim10	rep1	rd3	pos
EDGER_effects	0	0.5236146689240198	0.22934042345152408	sim10	rep1	rd3	pos
LIMMA_effects	0	0.5160973043145106	0.2382856315593612	sim10	rep1	rd3	pos
DIMSUM_effects	5	0.14388147669268309	0.12288108397988526	sim10	rep1	rd3	pos
ENRICH2_effects	0	0.5466090088248803	0.23554130672776225	sim2	rep1	rd3	pos
ROSACE_effects	2	0.669861072840831	0.27316781428599984	sim2	rep1	rd3	pos
ROSACENP_effects	2	0.3626569804009782	0.24119486133911533	sim2	rep1	rd3	pos
SLR_effects	2	0.5685318951146364	0.2664331711152221	sim2	rep1	rd3	pos
EDGER_effects	0	0.5981804517623509	0.2639537268161392	sim2	rep1	rd3	pos
LIMMA_effects	0	0.5982142154224345	0.2708467662043497	sim2	rep1	rd3	pos
DIMSUM_effects	14	0.23795362285141744	0.16863173226004569	sim2	rep1	rd3	pos
ENRICH2_effects	0	0.5880721067081449	0.23098725699785028	sim3	rep1	rd3	pos
ROSACE_effects	0	0.6776543952296279	0.2729532137631759	sim3	rep1	rd3	pos
ROSACENP_effects	0	0.3681948432037564	0.25008052712587564	sim3	rep1	rd3	pos
SLR_effects	0	0.5770683821226082	0.2703692426284848	sim3	rep1	rd3	pos
EDGER_effects	0	0.6247948544696392	0.2649513279626132	sim3	rep1	rd3	pos
LIMMA_effects	0	0.5987803148241306	0.2692386099208904	sim3	rep1	rd3	pos
DIMSUM_effects	12	0.2132928907929834	0.1709567517465563	sim3	rep1	rd3	pos
ENRICH2_effects	0	0.5589338488914822	0.2444290534864848	sim4	rep1	rd3	pos
ROSACE_effects	1	0.7080236022115791	0.3066249283244103	sim4	rep1	rd3	pos
ROSACENP_effects	1	0.40221810108890627	0.28343078783923303	sim4	rep1	rd3	pos
SLR_effects	1	0.6163245274877321	0.3001048731250697	sim4	rep1	rd3	pos
EDGER_effects	0	0.6503818472305394	0.2988713075159284	sim4	rep1	rd3	pos
LIMMA_effects	0	0.6393965358937521	0.30238519963507293	sim4	rep1	rd3	pos
DIMSUM_effects	12	0.24134159263379765	0.1676112832658769	sim4	rep1	rd3	pos
ENRICH2_effects	0	0.7059169706493414	0.35380924245775053	sim5	rep1	rd3	pos
ROSACE_effects	2	0.8091093886680785	0.4008405483692122	sim5	rep1	rd3	pos
ROSACENP_effects	2	0.4369191427659576	0.3383662577573817	sim5	rep1	rd3	pos
SLR_effects	2	0.7167177979002918	0.39057362469673385	sim5	rep1	rd3	pos
EDGER_effects	0	0.7459493584818506	0.3875243194468632	sim5	rep1	rd3	pos
LIMMA_effects	0	0.7486854209044644	0.39454077390373016	sim5	rep1	rd3	pos
DIMSUM_effects	24	0.34208949749308265	0.24055408271379425	sim5	rep1	rd3	pos
ENRICH2_effects	0	0.29065497847007976	0.10779512875712112	sim6	rep1	rd3	pos
ROSACE_effects	0	0.40880615030727974	0.14000689331919225	sim6	rep1	rd3	pos
ROSACENP_effects	0	0.2418181148930364	0.13663864343207063	sim6	rep1	rd3	pos
SLR_effects	0	0.336660987728842	0.13833421143022634	sim6	rep1	rd3	pos
EDGER_effects	0	0.3611462093732579	0.13373290049259262	sim6	rep1	rd3	pos
LIMMA_effects	0	0.3396637805402799	0.13868085261198249	sim6	rep1	rd3	pos
DIMSUM_effects	4	0.07087497270734473	0.07066972108870843	sim6	rep1	rd3	pos
ENRICH2_effects	0	0.7071260187844319	0.3907617385655908	sim7	rep1	rd3	pos
ROSACE_effects	2	0.8484845713802536	0.462578148744866	sim7	rep1	rd3	pos
ROSACENP_effects	2	0.4657869945810878	0.3773609428363695	sim7	rep1	rd3	pos
SLR_effects	2	0.7677956969839957	0.4486784861654193	sim7	rep1	rd3	pos
EDGER_effects	0	0.7844830339594555	0.4459880240245392	sim7	rep1	rd3	pos
LIMMA_effects	0	0.7862988099298228	0.4512741904507837	sim7	rep1	rd3	pos
DIMSUM_effects	32	0.35320863073235226	0.26853385581529077	sim7	rep1	rd3	pos
ENRICH2_effects	0	0.38136441614156186	0.1575734937371425	sim8	rep1	rd3	pos
ROSACE_effects	1	0.5320959740729156	0.19461887957716187	sim8	rep1	rd3	pos
ROSACENP_effects	1	0.315421776392734	0.18613741239420892	sim8	rep1	rd3	pos
SLR_effects	1	0.4159671326158019	0.19239975594699593	sim8	rep1	rd3	pos
EDGER_effects	0	0.458104008299396	0.19236478063353585	sim8	rep1	rd3	pos
LIMMA_effects	0	0.4457458359358462	0.19546085761531623	sim8	rep1	rd3	pos
DIMSUM_effects	10	0.16339235064501695	0.1012706810562572	sim8	rep1	rd3	pos
ENRICH2_effects	0	0.5621704537682679	0.2472678038420363	sim9	rep1	rd3	pos
ROSACE_effects	1	0.7102221018461008	0.3043677971124894	sim9	rep1	rd3	pos
ROSACENP_effects	1	0.3800259290320041	0.2781716000882973	sim9	rep1	rd3	pos
SLR_effects	1	0.6117728133857164	0.29409561829170605	sim9	rep1	rd3	pos
EDGER_effects	0	0.6488502436842509	0.294890114819411	sim9	rep1	rd3	pos
LIMMA_effects	0	0.6211355493971233	0.29484300295116217	sim9	rep1	rd3	pos
DIMSUM_effects	9	0.26935524732204047	0.17406160875787194	sim9	rep1	rd3	pos
ENRICH2_effects	0	0.8077700425560311	0.33349917288315384	sim1	rep3	rd1	pos
ROSACE_effects	0	0.8866241340235543	0.33727642119166007	sim1	rep3	rd1	pos
ROSACENP_effects	0	0.7896214665899262	0.33660481265805137	sim1	rep3	rd1	pos
SLR_effects	0	0.8148375972084614	0.33694195685592215	sim1	rep3	rd1	pos
EDGER_effects	0	0.8223658500974322	0.33394642763148874	sim1	rep3	rd1	pos
LIMMA_effects	0	0.8085939652142643	0.336945604108339	sim1	rep3	rd1	pos
DIMSUM_effects	67	0.39801733767938013	0.18012810991966158	sim1	rep3	rd1	pos
ENRICH2_effects	0	0.7013414049614386	0.24075196689200812	sim10	rep3	rd1	pos
ROSACE_effects	0	0.8146507161819908	0.2409079664377079	sim10	rep3	rd1	pos
ROSACENP_effects	0	0.6782949661808193	0.23988459954468216	sim10	rep3	rd1	pos
SLR_effects	0	0.7085041901418132	0.24082226627106448	sim10	rep3	rd1	pos
EDGER_effects	0	0.7236851208813307	0.2408157173493889	sim10	rep3	rd1	pos
LIMMA_effects	0	0.7045952355328763	0.24065317131384475	sim10	rep3	rd1	pos
DIMSUM_effects	24	0.47225561861232435	0.16543895277986362	sim10	rep3	rd1	pos
ENRICH2_effects	0	0.7425102079040222	0.2756194975977194	sim2	rep3	rd1	pos
ROSACE_effects	0	0.8497417701439199	0.27722930305373084	sim2	rep3	rd1	pos
ROSACENP_effects	0	0.7235742085392727	0.2753866047430837	sim2	rep3	rd1	pos
SLR_effects	0	0.7529012349642974	0.2759904974492068	sim2	rep3	rd1	pos
EDGER_effects	0	0.7639723581303228	0.2735286440879099	sim2	rep3	rd1	pos
LIMMA_effects	0	0.7420534843659592	0.27519978629276787	sim2	rep3	rd1	pos
DIMSUM_effects	40	0.4276418856584987	0.16200597469609915	sim2	rep3	rd1	pos
ENRICH2_effects	0	0.7461718386536622	0.275594722436488	sim3	rep3	rd1	pos
ROSACE_effects	0	0.8464172583117864	0.27724473972241964	sim3	rep3	rd1	pos
ROSACENP_effects	0	0.7278403099319471	0.27662388580357117	sim3	rep3	rd1	pos
SLR_effects	0	0.7506305961936113	0.2767399001182689	sim3	rep3	rd1	pos
EDGER_effects	0	0.770764471754362	0.26953120087724813	sim3	rep3	rd1	pos
LIMMA_effects	0	0.7461305459622752	0.276734822530854	sim3	rep3	rd1	pos
DIMSUM_effects	43	0.43840738643752647	0.15541470980330224	sim3	rep3	rd1	pos
ENRICH2_effects	0	0.785287510119862	0.30891914928731584	sim4	rep3	rd1	pos
ROSACE_effects	0	0.8742748295638157	0.3089390322212845	sim4	rep3	rd1	pos
ROSACENP_effects	0	0.7595029720174128	0.3087203104664726	sim4	rep3	rd1	pos
SLR_effects	0	0.7910891265098897	0.3089079036872108	sim4	rep3	rd1	pos
EDGER_effects	0	0.800104946178963	0.3086842602638933	sim4	rep3	rd1	pos
LIMMA_effects	0	0.7885188288627313	0.30891738199968444	sim4	rep3	rd1	pos
DIMSUM_effects	41	0.5308462701773607	0.22532579419162607	sim4	rep3	rd1	pos
ENRICH2_effects	0	0.8492290378922358	0.40377357428128974	sim5	rep3	rd1	pos
ROSACE_effects	0	0.9126348581204816	0.4043453860600157	sim5	rep3	rd1	pos
ROSACENP_effects	0	0.8295451146971534	0.403849213776284	sim5	rep3	rd1	pos
SLR_effects	0	0.8572964734582061	0.4039179578117956	sim5	rep3	rd1	pos
EDGER_effects	0	0.8613805353767924	0.3998833125998855	sim5	rep3	rd1	pos
LIMMA_effects	0	0.8522793360876726	0.4039097051757736	sim5	rep3	rd1	pos
DIMSUM_effects	92	0.5824181427482108	0.25386157848222746	sim5	rep3	rd1	pos
ENRICH2_effects	0	0.501116925722517	0.1383920323827522	sim6	rep3	rd1	pos
ROSACE_effects	0	0.652592317602968	0.13998482105920934	sim6	rep3	rd1	pos
ROSACENP_effects	0	0.49231598446220265	0.13843161390754996	sim6	rep3	rd1	pos
SLR_effects	0	0.5251319791070902	0.13847215364041143	sim6	rep3	rd1	pos
EDGER_effects	0	0.5169401855337503	0.13462600271190647	sim6	rep3	rd1	pos
LIMMA_effects	0	0.5013970905128264	0.13860230884096086	sim6	rep3	rd1	pos
DIMSUM_effects	11	0.1602348172051021	0.05377740371961424	sim6	rep3	rd1	pos
ENRICH2_effects	0	0.8801512259442033	0.46283117448959993	sim7	rep3	rd1	pos
ROSACE_effects	0	0.9273918350370028	0.4636042558605802	sim7	rep3	rd1	pos
ROSACENP_effects	0	0.8598379584355805	0.462646857421417	sim7	rep3	rd1	pos
SLR_effects	0	0.8845222606210169	0.4628358596831533	sim7	rep3	rd1	pos
EDGER_effects	0	0.8889525331176381	0.46286819303213783	sim7	rep3	rd1	pos
LIMMA_effects	0	0.8805798458447622	0.4627591573381985	sim7	rep3	rd1	pos
DIMSUM_effects	124	0.6718239895472268	0.30170642671273257	sim7	rep3	rd1	pos
ENRICH2_effects	0	0.6473269075534098	0.1973663726701329	sim8	rep3	rd1	pos
ROSACE_effects	0	0.7726742628752178	0.1973658175534911	sim8	rep3	rd1	pos
ROSACENP_effects	0	0.6428781159425973	0.1973654642974464	sim8	rep3	rd1	pos
SLR_effects	0	0.6536809906305595	0.1973659956657826	sim8	rep3	rd1	pos
EDGER_effects	0	0.6711358623173977	0.1973620964908685	sim8	rep3	rd1	pos
LIMMA_effects	0	0.6445522121705937	0.19736622424322336	sim8	rep3	rd1	pos
DIMSUM_effects	24	0.24447303338453572	0.11102574895522366	sim8	rep3	rd1	pos
ENRICH2_effects	0	0.7758331458305893	0.30754118545035325	sim9	rep3	rd1	pos
ROSACE_effects	0	0.8730154808734922	0.3088589572151241	sim9	rep3	rd1	pos
ROSACENP_effects	0	0.772409352466273	0.3081103971293552	sim9	rep3	rd1	pos
SLR_effects	0	0.7834918280485601	0.3081693016604507	sim9	rep3	rd1	pos
EDGER_effects	0	0.7902342222547669	0.30497950676925445	sim9	rep3	rd1	pos
LIMMA_effects	0	0.7782030994574272	0.30800940005443855	sim9	rep3	rd1	pos
DIMSUM_effects	42	0.5553917048999201	0.1927698427132691	sim9	rep3	rd1	pos
ENRICH2_effects	0	0.7867189912803996	0.3313577216255628	sim1	rep3	rd3	pos
ROSACE_effects	0	0.90020033459716	0.337113682525608	sim1	rep3	rd3	pos
ROSACENP_effects	0	0.7253700952396556	0.3345941744503571	sim1	rep3	rd3	pos
SLR_effects	0	0.8182781474199513	0.33634486082079584	sim1	rep3	rd3	pos
EDGER_effects	0	0.8291631544646294	0.32953341372830347	sim1	rep3	rd3	pos
LIMMA_effects	0	0.8319479165197972	0.3360519404268725	sim1	rep3	rd3	pos
DIMSUM_effects	1	0.4185578196095771	0.25933461550810594	sim1	rep3	rd3	pos
ENRICH2_effects	0	0.6647250727610162	0.23593120545513235	sim10	rep3	rd3	pos
ROSACE_effects	0	0.8317897942472947	0.24072097198624623	sim10	rep3	rd3	pos
ROSACENP_effects	0	0.6159998545054711	0.23784481350063852	sim10	rep3	rd3	pos
SLR_effects	0	0.7135741394076651	0.23874687821687193	sim10	rep3	rd3	pos
EDGER_effects	0	0.735479549958354	0.2374615629682308	sim10	rep3	rd3	pos
LIMMA_effects	0	0.7342285894014262	0.2389927144742468	sim10	rep3	rd3	pos
DIMSUM_effects	0	0.29779444162006613	0.175916771707733	sim10	rep3	rd3	pos
ENRICH2_effects	0	0.7084986546960154	0.2708462833395728	sim2	rep3	rd3	pos
ROSACE_effects	0	0.8618723168884027	0.2772593470307005	sim2	rep3	rd3	pos
ROSACENP_effects	0	0.6416197411848903	0.2763044573783179	sim2	rep3	rd3	pos
SLR_effects	0	0.7600016339626213	0.2767930880049159	sim2	rep3	rd3	pos
EDGER_effects	0	0.7665078842231988	0.2761429307226596	sim2	rep3	rd3	pos
LIMMA_effects	0	0.7767586570716024	0.27680009900576585	sim2	rep3	rd3	pos
DIMSUM_effects	1	0.31420100268031026	0.190434163429048	sim2	rep3	rd3	pos
ENRICH2_effects	0	0.7650475272499113	0.26901978766741796	sim3	rep3	rd3	pos
ROSACE_effects	0	0.8732974056412863	0.27726913242700435	sim3	rep3	rd3	pos
ROSACENP_effects	0	0.6610822418294324	0.2771297100751108	sim3	rep3	rd3	pos
SLR_effects	0	0.7741435398457996	0.27723802982694074	sim3	rep3	rd3	pos
EDGER_effects	0	0.7932242313909947	0.2763351151876404	sim3	rep3	rd3	pos
LIMMA_effects	0	0.7871130280654848	0.27724714011330737	sim3	rep3	rd3	pos
DIMSUM_effects	1	0.41105239872305355	0.21512830156975157	sim3	rep3	rd3	pos
ENRICH2_effects	0	0.719011051575857	0.3018239018776692	sim4	rep3	rd3	pos
ROSACE_effects	0	0.8758112621674977	0.3089385107576593	sim4	rep3	rd3	pos
ROSACENP_effects	0	0.6993943045381812	0.30858778570078016	sim4	rep3	rd3	pos
SLR_effects	0	0.7924472670946962	0.3088362451039601	sim4	rep3	rd3	pos
EDGER_effects	0	0.8011302234230471	0.30851187955927384	sim4	rep3	rd3	pos
LIMMA_effects	0	0.7962685953445633	0.30886259608311184	sim4	rep3	rd3	pos
DIMSUM_effects	1	0.3254486544097036	0.22258031183824148	sim4	rep3	rd3	pos
ENRICH2_effects	0	0.8385323619803232	0.4035206438427952	sim5	rep3	rd3	pos
ROSACE_effects	0	0.9296179215813066	0.40865862201555175	sim5	rep3	rd3	pos
ROSACENP_effects	0	0.7873918531079568	0.40558349703593577	sim5	rep3	rd3	pos
SLR_effects	0	0.8716376552710725	0.40649268213285783	sim5	rep3	rd3	pos
EDGER_effects	0	0.8813771134886483	0.40273908562229543	sim5	rep3	rd3	pos
LIMMA_effects	0	0.8792508897703282	0.40676934274942667	sim5	rep3	rd3	pos
DIMSUM_effects	0	0.46540472850629894	0.3059069445081114	sim5	rep3	rd3	pos
ENRICH2_effects	0	0.4763751392785762	0.14002499257237822	sim6	rep3	rd3	pos
ROSACE_effects	0	0.6621820051067406	0.14002534823912677	sim6	rep3	rd3	pos
ROSACENP_effects	0	0.4249708381820135	0.14002530639597988	sim6	rep3	rd3	pos
SLR_effects	0	0.517361530954973	0.14002533987049737	sim6	rep3	rd3	pos
EDGER_effects	0	0.5523595085484865	0.14001981029863625	sim6	rep3	rd3	pos
LIMMA_effects	0	0.5364629512198716	0.1400254110038471	sim6	rep3	rd3	pos
DIMSUM_effects	0	0.16349521228913158	0.1032332131422815	sim6	rep3	rd3	pos
ENRICH2_effects	0	0.8636230788354278	0.4603040181775297	sim7	rep3	rd3	pos
ROSACE_effects	0	0.933857601955997	0.4672181853587513	sim7	rep3	rd3	pos
ROSACENP_effects	0	0.8205773439620885	0.4633331029464352	sim7	rep3	rd3	pos
SLR_effects	0	0.8809808313808525	0.46268607696488456	sim7	rep3	rd3	pos
EDGER_effects	0	0.8920743103158171	0.4637445541632283	sim7	rep3	rd3	pos
LIMMA_effects	0	0.8849200256379269	0.4632871795288006	sim7	rep3	rd3	pos
DIMSUM_effects	1	0.5493737878194573	0.3701820401717277	sim7	rep3	rd3	pos
ENRICH2_effects	0	0.600549238914753	0.19564608252429452	sim8	rep3	rd3	pos
ROSACE_effects	0	0.789970970484701	0.1973715319895092	sim8	rep3	rd3	pos
ROSACENP_effects	0	0.551989716726888	0.19732544988689807	sim8	rep3	rd3	pos
SLR_effects	0	0.6569412754144305	0.19732167835912617	sim8	rep3	rd3	pos
EDGER_effects	0	0.6937344081751694	0.1970293352337874	sim8	rep3	rd3	pos
LIMMA_effects	0	0.6788210961072443	0.19733422191725308	sim8	rep3	rd3	pos
DIMSUM_effects	0	0.2421050400514744	0.15489923861098653	sim8	rep3	rd3	pos
ENRICH2_effects	0	0.7679508905284007	0.30292643242029704	sim9	rep3	rd3	pos
ROSACE_effects	0	0.8918919027862916	0.3089410175755227	sim9	rep3	rd3	pos
ROSACENP_effects	0	0.7236084301498169	0.30829028880640796	sim9	rep3	rd3	pos
SLR_effects	0	0.8073822177356782	0.3088446691117953	sim9	rep3	rd3	pos
EDGER_effects	0	0.8082018345636789	0.30583719971060774	sim9	rep3	rd3	pos
LIMMA_effects	0	0.8164551216617794	0.30874076701042885	sim9	rep3	rd3	pos
DIMSUM_effects	0	0.3812160663856419	0.2500571781566585	sim9	rep3	rd3	pos
