test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd	mode
SLR_tests	0.18686868686868688	0.00331180659049511	0.04032124523927803	0.76949826130154	0	0.17747813411078717	0.9825859817152808	0.1	sim9	rep3	rd3	nopos
EDGER_tests	0.1891041563172711	0.00107633714191091	0.01614505712866368	0.7936744494121544	0	0.07866075030254134	0.9943404440574662	0.1	sim9	rep3	rd3	nopos
LIMMA_tests	0.18918695148203343	9.935419771485343e-4	0.02889551250206988	0.7809239940387481	0	0.13249810174639332	0.9947757945145842	0.1	sim9	rep3	rd3	nopos
DIMSUM_tests	0.16178175194568636	0.02839874151349561	0.07161781751945687	0.7382016890213612	0	0.30684639943242287	0.8506747932085329	0.1	sim9	rep3	rd3	nopos
ENRICH2_tests	0.1963901308163603	8.279516476237788e-5	0.30303030303030304	0.5004967709885743	0	0.606763925729443	0.9995785924989464	0.005	sim1	rep1	rd1	pos
ROSACE_tests	0.1961417453220732	3.311806590495115e-4	0.1569796323894685	0.6465474416294088	0	0.4445486518171161	0.9983143699957858	0.005	sim1	rep1	rd1	pos
ROSACENP_tests	0.07749627421758569	0.118976651763537	0.17693326709720153	0.6265938069216758	0	0.6954116498535633	0.3944374209860935	0.005	sim1	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim1	rep1	rd1	pos
DIMSUM_tests	0.1963901308163603	8.279516476237788e-5	0.33705911574764036	0.4660539824474251	4.139758238118894e-4	0.6318485177712245	0.9995785924989464	0.005	sim1	rep1	rd1	pos
ENRICH2_tests	0.1963901308163603	8.279516476237788e-5	0.33763868190097696	0.46588839211790034	0	0.6322480620155039	0.9995785924989464	0.01	sim1	rep1	rd1	pos
ROSACE_tests	0.19622454048683555	2.4838549428713363e-4	0.18662030137439972	0.6169067726444776	0	0.4874567474048443	0.9987357774968396	0.01	sim1	rep1	rd1	pos
ROSACENP_tests	0.08991554893194237	0.10655737704918032	0.20524921344593475	0.5982778605729425	0	0.6953716690042075	0.4576485461441213	0.01	sim1	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim1	rep1	rd1	pos
DIMSUM_tests	0.1964729259811227	0	0.3752276867030966	0.4278854114919689	4.139758238118894e-4	0.6563359884141926	1	0.01	sim1	rep1	rd1	pos
ENRICH2_tests	0.1964729259811227	0	0.4434509024672959	0.3600761715515814	0	0.6929745115797645	1	0.05	sim1	rep1	rd1	pos
ROSACE_tests	0.1964729259811227	0	0.28390461997019373	0.5196224540486836	0	0.5910031023784902	1	0.05	sim1	rep1	rd1	pos
ROSACENP_tests	0.13313462493790362	0.06333830104321908	0.30327868852459017	0.5002483854942872	0	0.6949345475241889	0.6776232616940582	0.05	sim1	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim1	rep1	rd1	pos
DIMSUM_tests	0.1964729259811227	0	0.4759894022189104	0.327123695976155	4.139758238118894e-4	0.7078305836000985	1	0.05	sim1	rep1	rd1	pos
ENRICH2_tests	0.1964729259811227	0	0.4978473257161782	0.3056797483026991	0	0.7170283806343907	1	0.1	sim1	rep1	rd1	pos
ROSACE_tests	0.1964729259811227	0	0.3493128001324723	0.454214273886405	0	0.6400182038834952	1	0.1	sim1	rep1	rd1	pos
ROSACENP_tests	0.15350223546944858	0.04297069051167412	0.36777612187448255	0.43575095214439474	0	0.7055273189326556	0.7812895069532237	0.1	sim1	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim1	rep1	rd1	pos
DIMSUM_tests	0.1964729259811227	0	0.5276535850306342	0.2754595131644312	4.139758238118894e-4	0.728675966155957	1	0.1	sim1	rep1	rd1	pos
ENRICH2_tests	0.2136943202516973	1.6559032952475575e-4	0.29731743666169896	0.488822652757079	0	0.5818211276733636	0.9992257065427796	0.005	sim10	rep1	rd1	pos
ROSACE_tests	0.21319754926312304	6.62361318099023e-4	0.15855274051995363	0.6275873488988243	0	0.4265033407572383	0.9969028261711188	0.005	sim10	rep1	rd1	pos
ROSACENP_tests	0.08329193575095215	0.1305679748302699	0.17610531544957775	0.6100347739692003	0	0.6789020108522182	0.3894696089818041	0.005	sim10	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim10	rep1	rd1	pos
DIMSUM_tests	0.2136943202516973	1.6559032952475575e-4	0.32778605729425403	0.45678092399403875	0.00157310813048517	0.6053516819571866	0.9992257065427796	0.005	sim10	rep1	rd1	pos
ENRICH2_tests	0.2136943202516973	1.6559032952475575e-4	0.330187117072363	0.45595297234641496	0	0.6070939260161364	0.9992257065427796	0.01	sim10	rep1	rd1	pos
ROSACE_tests	0.2136943202516973	1.6559032952475575e-4	0.1876138433515483	0.5985262460672297	0	0.46750567361254386	0.9992257065427796	0.01	sim10	rep1	rd1	pos
ROSACENP_tests	0.09860904123199205	0.11525086934923	0.20375890048021195	0.5823811889385659	0	0.6738773274917853	0.4610917537746806	0.01	sim10	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim10	rep1	rd1	pos
DIMSUM_tests	0.2137771154164597	8.279516476237788e-5	0.35991058122205666	0.4246564000662361	0.00157310813048517	0.6273632558810794	0.99961285327139	0.01	sim10	rep1	rd1	pos
ENRICH2_tests	0.2137771154164597	8.279516476237788e-5	0.4215101838052658	0.36462990561351216	0	0.6634953733872019	0.99961285327139	0.05	sim10	rep1	rd1	pos
ROSACE_tests	0.21385991058122208	0	0.280013247226362	0.506126842192416	0	0.5669740150880135	1	0.05	sim10	rep1	rd1	pos
ROSACENP_tests	0.1419109124027157	0.07194899817850638	0.2975658221559861	0.48857426726279185	0	0.6770911831198191	0.6635694928377855	0.05	sim10	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim10	rep1	rd1	pos
DIMSUM_tests	0.2137771154164597	8.279516476237788e-5	0.4533863222387813	0.3311806590495115	0.00157310813048517	0.6795730950608091	0.99961285327139	0.05	sim10	rep1	rd1	pos
ENRICH2_tests	0.21385991058122208	0	0.4740851134293757	0.31205497598940224	0	0.6891322662173547	1	0.1	sim10	rep1	rd1	pos
ROSACE_tests	0.21385991058122208	0	0.3422752111276701	0.4438648782911078	0	0.615453327378294	1	0.1	sim10	rep1	rd1	pos
ROSACENP_tests	0.16583871501904288	0.04802119556217917	0.35866865375062096	0.427471435668157	0	0.6838200473559589	0.7754548974061168	0.1	sim10	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim10	rep1	rd1	pos
DIMSUM_tests	0.21385991058122208	0	0.5049677098857427	0.2795992714025501	0.00157310813048517	0.7024879060124395	1	0.1	sim10	rep1	rd1	pos
ENRICH2_tests	0.1807418446762709	8.279516476237788e-5	0.32199039576088756	0.49718496439807913	0	0.6404808959156785	0.9995421245421248	0.005	sim2	rep1	rd1	pos
ROSACE_tests	0.18049345918198376	3.311806590495115e-4	0.1597946679913893	0.6593806921675774	0	0.4695863746958638	0.998168498168498	0.005	sim2	rep1	rd1	pos
ROSACENP_tests	0.07666832256996191	0.10415631727107136	0.1792515317105481	0.6399238284484187	0	0.7004205758654158	0.423992673992674	0.005	sim2	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim2	rep1	rd1	pos
DIMSUM_tests	0.1807418446762709	8.279516476237788e-5	0.352541811558205	0.46646795827123694	1.6559032952475575e-4	0.6610774724421674	0.9995421245421248	0.005	sim2	rep1	rd1	pos
ENRICH2_tests	0.1807418446762709	8.279516476237788e-5	0.3540321245239278	0.4651432356350389	0	0.6620219848273726	0.9995421245421248	0.01	sim2	rep1	rd1	pos
ROSACE_tests	0.18049345918198376	3.311806590495115e-4	0.18819340950488492	0.6309819506540818	0	0.51044239838311245	0.998168498168498	0.01	sim2	rep1	rd1	pos
ROSACENP_tests	0.09140586189766518	0.08941877794336811	0.20872661036595463	0.6104487497930121	0	0.6954482758620689	0.5054945054945055	0.01	sim2	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim2	rep1	rd1	pos
DIMSUM_tests	0.1807418446762709	8.279516476237788e-5	0.3887232985593641	0.43028647127007785	1.6559032952475575e-4	0.6826112241930794	0.9995421245421248	0.01	sim2	rep1	rd1	pos
ENRICH2_tests	0.18082463984103328	0	0.4513164431197218	0.3678589170392449	0	0.7139489194499017	1	0.05	sim2	rep1	rd1	pos
ROSACE_tests	0.1807418446762709	8.279516476237788e-5	0.28713363139592646	0.5320417287630402	0	0.6136966908511767	0.9995421245421248	0.05	sim2	rep1	rd1	pos
ROSACENP_tests	0.13156151680741843	0.04926312303361484	0.30965391621129323	0.5095214439476734	0	0.7018202289360105	0.7275641025641025	0.05	sim2	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim2	rep1	rd1	pos
DIMSUM_tests	0.18082463984103328	0	0.48476568968372247	0.3342440801457195	1.6559032952475575e-4	0.7283244184600075	1	0.05	sim2	rep1	rd1	pos
ENRICH2_tests	0.18082463984103328	0	0.503725782414307	0.3154495777446597	0	0.7358490566037736	1	0.1	sim2	rep1	rd1	pos
ROSACE_tests	0.18082463984103328	0	0.3552740519953635	0.46390130816360325	0	0.6627027027027027	1	0.1	sim2	rep1	rd1	pos
ROSACENP_tests	0.14911409173704257	0.03171054810399072	0.3739029640668985	0.4452723960920682	0	0.7148963115402881	0.8246336996336996	0.1	sim2	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim2	rep1	rd1	pos
DIMSUM_tests	0.18082463984103328	0	0.5344427885411492	0.2845669812882928	1.6559032952475575e-4	0.7471929621483968	1	0.1	sim2	rep1	rd1	pos
ENRICH2_tests	0.19109124027156815	1.6559032952475575e-4	0.31097863884749133	0.4977645305514158	0	0.6193931398416888	0.9991341991341992	0.005	sim3	rep1	rd1	pos
ROSACE_tests	0.19059446928299387	6.62361318099023e-4	0.14836893525418116	0.6602914389799636	8.279516476237788e-5	0.43771372740596	0.9965367965367966	0.005	sim3	rep1	rd1	pos
ROSACENP_tests	0.07923497267759563	0.11202185792349728	0.169150521609538	0.6395098526246067	8.279516476237788e-5	0.6809999999999999	0.4142857142857143	0.005	sim3	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim3	rep1	rd1	pos
DIMSUM_tests	0.19109124027156815	1.6559032952475575e-4	0.34475906607054146	0.4635701275045538	4.139758238118894e-4	0.6433868974042027	0.9991341991341992	0.005	sim3	rep1	rd1	pos
ENRICH2_tests	0.19109124027156815	1.6559032952475575e-4	0.3451730418943534	0.4635701275045538	0	0.6436621892851628	0.9991341991341992	0.01	sim3	rep1	rd1	pos
ROSACE_tests	0.19100844510680576	2.4838549428713363e-4	0.18024507368769663	0.6284153005464481	8.279516476237788e-5	0.4855040142729705	0.9987012987012988	0.01	sim3	rep1	rd1	pos
ROSACENP_tests	0.09331015068719986	0.09794667991389304	0.20077827454876632	0.6078820996853783	8.279516476237788e-5	0.6827139639639639	0.48787878787878786	0.01	sim3	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim3	rep1	rd1	pos
DIMSUM_tests	0.19109124027156815	1.6559032952475575e-4	0.37853949329359166	0.42978970028150354	4.139758238118894e-4	0.6645348837209302	0.9991341991341992	0.01	sim3	rep1	rd1	pos
ENRICH2_tests	0.19109124027156815	1.6559032952475575e-4	0.4427885411491969	0.3659546282497102	0	0.6985370950888192	0.9991341991341992	0.05	sim3	rep1	rd1	pos
ROSACE_tests	0.19109124027156815	1.6559032952475575e-4	0.2828282828282828	0.5258320914058618	8.279516476237788e-5	0.5967854647099929	0.9991341991341992	0.05	sim3	rep1	rd1	pos
ROSACENP_tests	0.12667660208643816	0.06458022851465474	0.30369266434840203	0.5049677098857427	8.279516476237788e-5	0.7056560215467487	0.6623376623376624	0.05	sim3	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim3	rep1	rd1	pos
DIMSUM_tests	0.19109124027156815	1.6559032952475575e-4	0.47391952309985097	0.3344096704752442	4.139758238118894e-4	0.7126494023904383	0.9991341991341992	0.05	sim3	rep1	rd1	pos
ENRICH2_tests	0.19109124027156815	1.6559032952475575e-4	0.49354197714853454	0.3152011922503726	0	0.7208852340065305	0.9991341991341992	0.1	sim3	rep1	rd1	pos
ROSACE_tests	0.19109124027156815	1.6559032952475575e-4	0.3474085113429376	0.4612518628912072	8.279516476237788e-5	0.6451414514145141	0.9991341991341992	0.1	sim3	rep1	rd1	pos
ROSACENP_tests	0.1489485014075178	0.04230832919357509	0.36554065242589834	0.4431197218082464	8.279516476237788e-5	0.710492436433859	0.7787878787878789	0.1	sim3	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim3	rep1	rd1	pos
DIMSUM_tests	0.19109124027156815	1.6559032952475575e-4	0.5221891041563173	0.28614008941877794	4.139758238118894e-4	0.7320951828206615	0.9991341991341992	0.1	sim3	rep1	rd1	pos
ENRICH2_tests	0.1859579400563007	8.279516476237788e-5	0.3132141082960755	0.5007451564828614	0	0.6274672416652844	0.9995549621717846	0.005	sim4	rep1	rd1	pos
ROSACE_tests	0.18570955456201357	3.311806590495115e-4	0.15706242755423083	0.6567312468951814	1.6559032952475575e-4	0.45821256038647346	0.9982198486871384	0.005	sim4	rep1	rd1	pos
ROSACENP_tests	0.07989733399569465	0.10614340122536844	0.17693326709720153	0.6368604073522106	1.6559032952475575e-4	0.6889103803997421	0.42946150422785934	0.005	sim4	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim4	rep1	rd1	pos
DIMSUM_tests	0.1859579400563007	8.279516476237788e-5	0.3474085113429376	0.46580559695313795	7.451564828614009e-4	0.6513505122632722	0.9995549621717846	0.005	sim4	rep1	rd1	pos
ENRICH2_tests	0.1859579400563007	8.279516476237788e-5	0.34773969200198707	0.4662195727769498	0	0.6515668631709587	0.9995549621717846	0.01	sim4	rep1	rd1	pos
ROSACE_tests	0.1859579400563007	8.279516476237788e-5	0.18330849478390465	0.6304851796655075	1.6559032952475575e-4	0.4964125560538117	0.9995549621717846	0.01	sim4	rep1	rd1	pos
ROSACENP_tests	0.09297897002815037	0.09306176519291272	0.20508362311641	0.6087100513330022	1.6559032952475575e-4	0.6880555555555556	0.4997774810858923	0.01	sim4	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim4	rep1	rd1	pos
DIMSUM_tests	0.1859579400563007	8.279516476237788e-5	0.3806093724126511	0.4326047358834244	7.451564828614009e-4	0.6717813824346047	0.9995549621717846	0.01	sim4	rep1	rd1	pos
ENRICH2_tests	0.1859579400563007	8.279516476237788e-5	0.44494121543301873	0.3690180493459182	0	0.7052493438320211	0.9995549621717846	0.05	sim4	rep1	rd1	pos
ROSACE_tests	0.1859579400563007	8.279516476237788e-5	0.2869680410664017	0.5268256333830105	1.6559032952475575e-4	0.6067927170868347	0.9995549621717846	0.05	sim4	rep1	rd1	pos
ROSACENP_tests	0.12866368604073522	0.05737704918032787	0.3065904951150853	0.5072031793343269	1.6559032952475575e-4	0.7043941411451399	0.6915887850467289	0.05	sim4	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim4	rep1	rd1	pos
DIMSUM_tests	0.1859579400563007	8.279516476237788e-5	0.4740851134293757	0.3391289948666998	7.451564828614009e-4	0.7182639237330658	0.9995549621717846	0.05	sim4	rep1	rd1	pos
ENRICH2_tests	0.1859579400563007	8.279516476237788e-5	0.4918032786885246	0.3221559860904123	0	0.7256291228927437	0.9995549621717846	0.1	sim4	rep1	rd1	pos
ROSACE_tests	0.1859579400563007	8.279516476237788e-5	0.3493128001324723	0.4644808743169399	1.6559032952475575e-4	0.6525908739365817	0.9995549621717846	0.1	sim4	rep1	rd1	pos
ROSACENP_tests	0.14654744162940883	0.03949329359165424	0.36769332670972016	0.446100347739692	1.6559032952475575e-4	0.7150217356303332	0.787716955941255	0.1	sim4	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim4	rep1	rd1	pos
DIMSUM_tests	0.1859579400563007	8.279516476237788e-5	0.5238450074515648	0.2893691008445107	7.451564828614009e-4	0.738014697305494	0.9995549621717846	0.1	sim4	rep1	rd1	pos
ENRICH2_tests	0.1702268587514489	1.6559032952475575e-4	0.31602914389799636	0.51357840702103	0	0.6499233781712924	0.999028182701652	0.005	sim5	rep1	rd1	pos
ROSACE_tests	0.17014406358668654	2.4838549428713363e-4	0.14704421261798312	0.6825633383010432	0	0.4635865309318716	0.9985422740524782	0.005	sim5	rep1	rd1	pos
ROSACENP_tests	0.0640006623613181	0.10639178671965556	0.16832256996191422	0.6612849809571121	0	0.7245188880969351	0.37560738581146746	0.005	sim5	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim5	rep1	rd1	pos
DIMSUM_tests	0.1703096539162113	8.279516476237788e-5	0.350140751780096	0.4791356184798808	3.311806590495115e-4	0.6727648743238944	0.999514091350826	0.005	sim5	rep1	rd1	pos
ENRICH2_tests	0.1703096539162113	8.279516476237788e-5	0.35237622122868023	0.4772313296903461	0	0.6741644226199905	0.999514091350826	0.01	sim5	rep1	rd1	pos
ROSACE_tests	0.1703096539162113	8.279516476237788e-5	0.1770160622619639	0.6525914886570624	0	0.5096543504171632	0.999514091350826	0.01	sim5	rep1	rd1	pos
ROSACENP_tests	0.07509521443947674	0.09529723464149692	0.19953634707733067	0.6300712038416957	0	0.7265601447090745	0.4407191448007775	0.01	sim5	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim5	rep1	rd1	pos
DIMSUM_tests	0.1703096539162113	8.279516476237788e-5	0.3820168902136115	0.4472594800463653	3.311806590495115e-4	0.6916504272223054	0.999514091350826	0.01	sim5	rep1	rd1	pos
ENRICH2_tests	0.1703096539162113	8.279516476237788e-5	0.4489981785063753	0.3806093724126511	0	0.725	0.999514091350826	0.05	sim5	rep1	rd1	pos
ROSACE_tests	0.1703096539162113	8.279516476237788e-5	0.27835734393111444	0.5512502069879119	0	0.6204096696807528	0.999514091350826	0.05	sim5	rep1	rd1	pos
ROSACENP_tests	0.10829607550919026	0.06209637357178341	0.29905613512170887	0.5305514157973175	0	0.7341463414634146	0.6355685131195336	0.05	sim5	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim5	rep1	rd1	pos
DIMSUM_tests	0.1703096539162113	8.279516476237788e-5	0.48269581056466304	0.3465805596953138	3.311806590495115e-4	0.7391910739191073	0.999514091350826	0.05	sim5	rep1	rd1	pos
ENRICH2_tests	0.1703096539162113	8.279516476237788e-5	0.5028150356019209	0.32679251531710546	0	0.7469864698646986	0.999514091350826	0.1	sim5	rep1	rd1	pos
ROSACE_tests	0.1703096539162113	8.279516476237788e-5	0.3406193078324226	0.48898824308660377	0	0.6666666666666667	0.999514091350826	0.1	sim5	rep1	rd1	pos
ROSACENP_tests	0.12593144560357675	0.04446100347739692	0.3626428216592151	0.4669647292598113	0	0.7422470767666497	0.739067055393586	0.1	sim5	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim5	rep1	rd1	pos
DIMSUM_tests	0.1703096539162113	8.279516476237788e-5	0.534194403046862	0.29508196721311475	3.311806590495115e-4	0.7582559642731225	0.999514091350826	0.1	sim5	rep1	rd1	pos
ENRICH2_tests	0.1770988574267263	2.4838549428713363e-4	0.3166915052160954	0.5059612518628912	0	0.6413480885311871	0.9985994397759104	0.005	sim6	rep1	rd1	pos
ROSACE_tests	0.176602086438152	7.451564828614009e-4	0.15408180162278523	0.6685709554562014	0	0.4659489233850777	0.995798319327731	0.005	sim6	rep1	rd1	pos
ROSACENP_tests	0.07691670806424905	0.10043053485676436	0.17188276204669647	0.6507699950322902	0	0.6908485856905158	0.4337068160597573	0.005	sim6	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim6	rep1	rd1	pos
DIMSUM_tests	0.17718165259148866	1.6559032952475575e-4	0.3491472098029475	0.47292598112270245	5.795661533366451e-4	0.6633632216454302	0.9990662931839402	0.005	sim6	rep1	rd1	pos
ENRICH2_tests	0.17718165259148866	1.6559032952475575e-4	0.34939559529723463	0.4732571617817519	0	0.6635220125786163	0.9990662931839402	0.01	sim6	rep1	rd1	pos
ROSACE_tests	0.1768504719324391	4.967709885742673e-4	0.18206656731246895	0.6405861897665176	0	0.5072664359861592	0.9971988795518208	0.01	sim6	rep1	rd1	pos
ROSACENP_tests	0.08751448915383342	0.08983275376718	0.20309653916211293	0.6195562179168737	0	0.698860398860399	0.49346405228758167	0.01	sim6	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim6	rep1	rd1	pos
DIMSUM_tests	0.17726444775625105	8.279516476237788e-5	0.38118893856598773	0.4408842523596622	5.795661533366451e-4	0.6825796886582655	0.9995331465919702	0.01	sim6	rep1	rd1	pos
ENRICH2_tests	0.17734724292101342	0	0.4491637688359	0.37348898824308663	0	0.7169287696577243	1	0.05	sim6	rep1	rd1	pos
ROSACE_tests	0.17726444775625105	8.279516476237788e-5	0.2856433184302037	0.5370094386487829	0	0.6170631371847612	0.9995331465919702	0.05	sim6	rep1	rd1	pos
ROSACENP_tests	0.12295081967213116	0.05439642324888227	0.3026163272064911	0.5200364298724954	0	0.711089494163424	0.6932773109243697	0.05	sim6	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim6	rep1	rd1	pos
DIMSUM_tests	0.17734724292101342	0	0.4812882927637026	0.34078489816194735	5.795661533366451e-4	0.7307353865493401	1	0.05	sim6	rep1	rd1	pos
ENRICH2_tests	0.17734724292101342	0	0.5001655903295248	0.3224871667494618	0	0.7382378100940975	1	0.1	sim6	rep1	rd1	pos
ROSACE_tests	0.17734724292101342	0	0.34790528233151186	0.4747474747474747	0	0.662358133669609	1	0.1	sim6	rep1	rd1	pos
ROSACENP_tests	0.1403378042722305	0.03700943864878291	0.3649610862725617	0.4576916708064249	0	0.7222677371784368	0.7913165266106443	0.1	sim6	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim6	rep1	rd1	pos
DIMSUM_tests	0.17734724292101342	0	0.5310481867858917	0.29102500413975824	5.795661533366451e-4	0.7496493688639551	1	0.1	sim6	rep1	rd1	pos
ENRICH2_tests	0.20119225037257824	4.967709885742673e-4	0.31387646961417454	0.48443450902467294	0	0.6093875582703746	0.997536945812808	0.005	sim7	rep1	rd1	pos
ROSACE_tests	0.2006126842192416	0.00107633714191091	0.16120218579234974	0.6371087928464978	0	0.445537757437071	0.9946633825944172	0.005	sim7	rep1	rd1	pos
ROSACENP_tests	0.09869183639675444	0.10299718496439808	0.17825798973339957	0.6200529889054479	0	0.6436472346786248	0.4893267651888341	0.005	sim7	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim7	rep1	rd1	pos
DIMSUM_tests	0.201357840702103	3.311806590495115e-4	0.3471601258486504	0.4504056963073357	7.451564828614009e-4	0.6329056603773585	0.9983579638752051	0.005	sim7	rep1	rd1	pos
ENRICH2_tests	0.201357840702103	3.311806590495115e-4	0.3502235469448584	0.448087431693989	0	0.6349444611227859	0.9983579638752051	0.01	sim7	rep1	rd1	pos
ROSACE_tests	0.20110945520781587	5.795661533366451e-4	0.19208478224871667	0.6062261963901309	0	0.4885238997683723	0.9971264367816092	0.01	sim7	rep1	rd1	pos
ROSACENP_tests	0.11392614671303196	0.08776287464812055	0.20756747805928133	0.5907435005795661	0	0.645634818439351	0.5648604269293924	0.01	sim7	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim7	rep1	rd1	pos
DIMSUM_tests	0.201357840702103	3.311806590495115e-4	0.38152011922503726	0.4160457029309488	7.451564828614009e-4	0.6545454545454544	0.9983579638752051	0.01	sim7	rep1	rd1	pos
ENRICH2_tests	0.20144063586686536	2.4838549428713363e-4	0.44411326378539495	0.3541977148534526	0	0.687956906502501	0.998768472906404	0.05	sim7	rep1	rd1	pos
ROSACE_tests	0.20144063586686536	2.4838549428713363e-4	0.2900314621626097	0.5082795164762378	0	0.5901280323450134	0.998768472906404	0.05	sim7	rep1	rd1	pos
ROSACENP_tests	0.15283987415134956	0.04884914720980295	0.30824639841033286	0.4900645802285147	0	0.6685221763332735	0.757799671592775	0.05	sim7	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim7	rep1	rd1	pos
DIMSUM_tests	0.20144063586686536	2.4838549428713363e-4	0.47690014903129657	0.3206656731246895	7.451564828614009e-4	0.7030391797876235	0.998768472906404	0.05	sim7	rep1	rd1	pos
ENRICH2_tests	0.20144063586686536	2.4838549428713363e-4	0.5005795661533367	0.2977314124855108	0	0.7130557848802925	0.998768472906404	0.1	sim7	rep1	rd1	pos
ROSACE_tests	0.20152343103162776	1.6559032952475575e-4	0.35370094386487827	0.4446100347739692	0	0.6370414554130629	0.9991789819376026	0.1	sim7	rep1	rd1	pos
ROSACENP_tests	0.1687365457857261	0.03295247557542639	0.36769332670972016	0.4306176519291273	0	0.6854452847661676	0.8366174055829227	0.1	sim7	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim7	rep1	rd1	pos
DIMSUM_tests	0.20144063586686536	2.4838549428713363e-4	0.5298890544792184	0.2676767676767677	7.451564828614009e-4	0.7245556436091929	0.998768472906404	0.1	sim7	rep1	rd1	pos
ENRICH2_tests	0.1893525418115582	1.6559032952475575e-4	0.30700447093889716	0.5034773969200199	0	0.6185154295246038	0.99912625600699	0.005	sim8	rep1	rd1	pos
ROSACE_tests	0.1891041563172711	4.139758238118894e-4	0.15772478887232985	0.6527570789865872	0	0.4547624731439484	0.9978156400174748	0.005	sim8	rep1	rd1	pos
ROSACENP_tests	0.08411988739857593	0.10539824474250704	0.17461500248385495	0.6358668653750621	0	0.67488	0.4438619484491044	0.005	sim8	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim8	rep1	rd1	pos
DIMSUM_tests	0.1894353369763206	8.279516476237788e-5	0.34070210299718495	0.469117403543633	6.62361318099023e-4	0.642667499609558	0.999563128003495	0.005	sim8	rep1	rd1	pos
ENRICH2_tests	0.1894353369763206	8.279516476237788e-5	0.34177844013909586	0.4687034277198211	0	0.6433915211970075	0.999563128003495	0.01	sim8	rep1	rd1	pos
ROSACE_tests	0.1893525418115582	1.6559032952475575e-4	0.18479880774962745	0.6256830601092896	0	0.4939145828723169	0.99912625600699	0.01	sim8	rep1	rd1	pos
ROSACENP_tests	0.09819506540818015	0.0913230667329028	0.20417287630402384	0.6063089915548932	0	0.6752464403066812	0.5181301878549585	0.01	sim8	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim8	rep1	rd1	pos
DIMSUM_tests	0.1894353369763206	8.279516476237788e-5	0.37373737373737376	0.43608213280344427	6.62361318099023e-4	0.6636283446045281	0.999563128003495	0.01	sim8	rep1	rd1	pos
ENRICH2_tests	0.1894353369763206	8.279516476237788e-5	0.4354197714853453	0.3750620963735718	0	0.6968331787465218	0.999563128003495	0.05	sim8	rep1	rd1	pos
ROSACE_tests	0.1894353369763206	8.279516476237788e-5	0.280675608544461	0.529806259314456	0	0.5970412116942585	0.999563128003495	0.05	sim8	rep1	rd1	pos
ROSACENP_tests	0.13106474581884417	0.05845338632223878	0.3004636529226693	0.5100182149362478	0	0.6962778204144282	0.691568370467453	0.05	sim8	rep1	rd1	pos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim8	rep1	rd1	pos
DIMSUM_tests	0.1894353369763206	8.279516476237788e-5	0.471518463321742	0.338301043219076	6.62361318099023e-4	0.7133909557810347	0.999563128003495	0.05	sim8	rep1	rd1	pos
