test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim
ROSACE_tests	0.17285878678283742	0.00147953312510274	0.17318757192174913	0.6524741081703107	0	0.5004750593824228	0.9915134370579916	0.05	sim3
SLR_tests	0	0.17433831990794016	0	0.8256616800920599	0	NA	0	0.05	sim3
ENRICH2_tests	0.15420023014959724	0.02013808975834292	0.14746013480190695	0.6782015452901529	0	0.4888283378746594	0.8844884488448845	0.05	sim3
EDGER_tests	0.06846950517836593	0.10586881472957424	0.00690448791714614	0.8187571921749137	0	0.09160305343511452	0.3927392739273927	0.05	sim3
LIMMA_tests	0.11244451750780864	0.06189380240013151	0.02474108170310702	0.8009205983889528	0	0.18034751348112643	0.644978783592645	0.05	sim3
ROSACE_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0	sim4
SLR_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0	sim4
ENRICH2_tests	0.00295906625020549	0.19381883938845965	7.397665625513727e-4	0.8024823277987835	0	0.2	0.0150375939849624	0	sim4
EDGER_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0	sim4
LIMMA_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0	sim4
ROSACE_tests	0.19053098799934243	0.0062469176393227	0.08162091073483478	0.7216011836265	0	0.29990939293264873	0.9682539682539684	0.005	sim4
SLR_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0.005	sim4
ENRICH2_tests	0.15510438928160447	0.04167351635706066	0.088443202367253	0.7147788919940818	0	0.3631454606817414	0.7882205513784462	0.005	sim4
EDGER_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0.005	sim4
LIMMA_tests	0.08605951011014303	0.11071839552852213	0.00221929968765411	0.8010027946736807	0	0.02513966480446927	0.43734335839599	0.005	sim4
ROSACE_tests	0.19258589511754068	0.00419201052112444	0.10027946736807496	0.7029426269932599	0	0.3424080830760595	0.9786967418546366	0.01	sim4
SLR_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0.01	sim4
ENRICH2_tests	0.15995397008055237	0.03682393555811277	0.10003287851389116	0.7031892158474436	0	0.38476130256085994	0.8128654970760234	0.01	sim4
EDGER_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0.01	sim4
LIMMA_tests	0.09567647542331088	0.10110143021535428	0.00641131020877856	0.7968107841525564	0	0.06280193236714975	0.48621553884711777	0.01	sim4
ROSACE_tests	0.1950517836593786	0.00172612197928653	0.1738451421995726	0.6293769521617623	0	0.47125668449197866	0.9912280701754386	0.05	sim4
SLR_tests	0	0.19677790563866512	0	0.8032220943613348	0	NA	0	0.05	sim4
ENRICH2_tests	0.1725300016439257	0.02424790399473943	0.14039125431530494	0.6628308400460299	0	0.4486472287890727	0.8767752715121135	0.05	sim4
EDGER_tests	0.0757027782344238	0.12107512740424133	0.01142528357718231	0.7917968107841525	0	0.13113207547169814	0.3847117794486216	0.05	sim4
LIMMA_tests	0.12197928653624857	0.07479861910241657	0.03641295413447312	0.7668091402268618	0	0.22989102231447847	0.6198830409356725	0.05	sim4
ROSACE_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0	sim5
SLR_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0	sim5
ENRICH2_tests	0.00328785138911721	0.1831333223738287	8.21962847279303e-4	0.8127568633897748	0	0.2	0.01763668430335097	0	sim5
EDGER_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0	sim5
LIMMA_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0	sim5
ROSACE_tests	0.17935229327634392	0.007068880486602	0.08433338813085649	0.7292454381061976	0	0.3198254364089776	0.9620811287477954	0.005	sim5
SLR_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0.005	sim5
ENRICH2_tests	0.15148775275357554	0.03493342100937038	0.09230642774946572	0.7212723984875884	0	0.3786244099797707	0.8126102292768959	0.005	sim5
EDGER_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0.005	sim5
LIMMA_tests	0.08005918132500411	0.1063619924379418	0.00287686996547756	0.8107019562715765	0	0.03468780971258672	0.4294532627865961	0.005	sim5
ROSACE_tests	0.18116061154035837	0.00526056222258753	0.10266315962518494	0.7109156666118691	0	0.3617144512018534	0.9717813051146384	0.01	sim5
SLR_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0.01	sim5
ENRICH2_tests	0.15543317442051618	0.03098799934242972	0.10504685188229491	0.7085319743547591	0	0.4032817923635216	0.8337742504409171	0.01	sim5
EDGER_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0.01	sim5
LIMMA_tests	0.08729245438106198	0.09912871938188396	0.00608252506986684	0.8074963011671873	0	0.06514084507042255	0.46825396825396826	0.01	sim5
ROSACE_tests	0.18379089265165213	0.00263028111129376	0.176886404734506	0.6366924215025481	0	0.49042844120328166	0.9858906525573192	0.05	sim5
SLR_tests	0	0.18642117376294592	0	0.8135788262370541	0	NA	0	0.05	sim5
ENRICH2_tests	0.1654611211573237	0.02096005260562222	0.14902186421173763	0.6645569620253164	0	0.4738630423418714	0.8875661375661376	0.05	sim5
EDGER_tests	0.0650994575045208	0.12132171625842512	0.00937037645898405	0.80420844977807	0	0.1258278145695364	0.3492063492063492	0.05	sim5
LIMMA_tests	0.11458162091073484	0.07183955285221108	0.03485122472464244	0.7787276015124116	0	0.2332233223322332	0.6146384479717812	0.05	sim5
ROSACE_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0	sim6
SLR_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0	sim6
ENRICH2_tests	0.00394542166694065	0.17211902022028605	8.21962847279303e-4	0.823113595265494	0	0.1724137931034483	0.02240896358543417	0	sim6
EDGER_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0	sim6
LIMMA_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0	sim6
ROSACE_tests	0.16784481341443366	0.00821962847279303	0.07907282590826895	0.7448627322045044	0	0.3202396804260985	0.953314659197012	0.005	sim6
SLR_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0.005	sim6
ENRICH2_tests	0.14039125431530494	0.03567318757192175	0.09132007233273055	0.7326154857800428	0	0.3941113870166726	0.7973856209150326	0.005	sim6
EDGER_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0.005	sim6
LIMMA_tests	0.06920927174091732	0.10685517014630938	0.00295906625020549	0.8209764918625678	0	0.04100227790432801	0.39309056956115784	0.005	sim6
ROSACE_tests	0.16965313167844814	0.00641131020877856	0.09690941969422982	0.7270261384185435	0	0.36355226641998145	0.9635854341736696	0.01	sim6
SLR_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0.01	sim6
ENRICH2_tests	0.14367910570442216	0.03238533618280453	0.10134801906953804	0.7225875390432352	0	0.4136195907413619	0.8160597572362278	0.01	sim6
EDGER_tests	0.00221929968765411	0.1738451421995726	0	0.8239355581127733	0	0	0.01260504201680672	0.01	sim6
LIMMA_tests	0.07833305934571758	0.09773138254150912	0.00509616965313167	0.8188393884596417	0	0.06108374384236453	0.4449112978524743	0.01	sim6
ROSACE_tests	0.17285878678283742	0.00320565510438928	0.1655433174420516	0.6583922406707217	0	0.4891911586106388	0.9817927170868348	0.05	sim6
SLR_tests	0	0.1760644418872267	0	0.8239355581127733	0	NA	0	0.05	sim6
ENRICH2_tests	0.15469340785796482	0.02137103402926187	0.14556962025316456	0.6783659378596087	0	0.48480700793868053	0.8786181139122315	0.05	sim6
EDGER_tests	0.06041426927502877	0.11565017261219793	0.00854841361170475	0.8153871445010685	0	0.12395709177592372	0.3431372549019608	0.05	sim6
LIMMA_tests	0.1006904487917146	0.07537399309551208	0.02646720368239355	0.7974683544303798	0	0.20814479638009048	0.5718954248366013	0.05	sim6
ROSACE_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0	sim7
SLR_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0	sim7
ENRICH2_tests	0.00493177708367581	0.18494164063784316	7.397665625513727e-4	0.8093868157159296	0	0.13043478260869565	0.02597402597402597	0	sim7
EDGER_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0	sim7
LIMMA_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0	sim7
ROSACE_tests	0.18354430379746836	0.00632911392405063	0.07866184448462929	0.7314647377938517	0	0.3	0.9666666666666668	0.005	sim7
SLR_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0.005	sim7
ENRICH2_tests	0.15428242643432516	0.03559099128719382	0.09025152063126748	0.7198750616472136	0	0.3690756302521009	0.8125541125541126	0.005	sim7
EDGER_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0.005	sim7
LIMMA_tests	0.06978464573401283	0.12008877198750616	0.00386322538221272	0.8062633568962683	0	0.05245535714285714	0.36753246753246754	0.005	sim7
ROSACE_tests	0.1847772480683873	0.00509616965313167	0.09781357882623704	0.7123130034522439	0	0.3461314717859221	0.9731601731601732	0.01	sim7
SLR_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0.01	sim7
ENRICH2_tests	0.15954298865691272	0.03033042906460628	0.10290974847936872	0.7072168337991123	0	0.392107735671782	0.8402597402597403	0.01	sim7
EDGER_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0.01	sim7
LIMMA_tests	0.07849745191517343	0.11137596580634555	0.007068880486602	0.803057701791879	0	0.08261287223823247	0.4134199134199134	0.01	sim7
ROSACE_tests	0.1876541180338649	0.00221929968765411	0.16661186914351472	0.6435147131349663	0	0.4703016241299304	0.9883116883116884	0.05	sim7
SLR_tests	0	0.189873417721519	0	0.810126582278481	0	NA	0	0.05	sim7
ENRICH2_tests	0.16940654282426434	0.02046687489725464	0.14663817195462764	0.6634884103238534	0	0.46397919375812746	0.8922077922077921	0.05	sim7
EDGER_tests	0.0567154364622719	0.13315798125924708	0.00928818017425612	0.8008384021042249	0	0.14072229140722292	0.2987012987012987	0.05	sim7
LIMMA_tests	0.10570442216011836	0.08416899556140063	0.0423310866348841	0.767795495643597	0	0.285952248750694	0.5567099567099567	0.05	sim7
ROSACE_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0	sim8
SLR_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0	sim8
ENRICH2_tests	0.00378102909748479	0.18781851060332072	8.21962847279303e-4	0.8075784974519151	0	0.17857142857142858	0.01973401973401973	0	sim8
EDGER_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0	sim8
LIMMA_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0	sim8
ROSACE_tests	0.18781851060332072	0.00378102909748479	0.08260726615156995	0.7257931941476246	0	0.3054711246200608	0.9802659802659804	0.005	sim8
SLR_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0.005	sim8
ENRICH2_tests	0.16258425119184614	0.02901528850895939	0.09049810948545126	0.7179023508137432	0	0.3575836310490419	0.8485628485628486	0.005	sim8
EDGER_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0.005	sim8
LIMMA_tests	0.0821962847279303	0.10940325497287524	0.00287686996547756	0.8055235903337169	0	0.03381642512077295	0.429000429000429	0.005	sim8
ROSACE_tests	0.18839388459641623	0.00320565510438928	0.09797797139569292	0.7104224889035016	0	0.34213547646383474	0.9832689832689832	0.01	sim8
SLR_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0.01	sim8
ENRICH2_tests	0.1668584579976985	0.02474108170310702	0.1033207299030084	0.7050797303961861	0	0.3824155765135382	0.8708708708708709	0.01	sim8
EDGER_tests	0.01109649843827059	0.18050304126253497	0	0.8084004602991944	0	0	0.05791505791505791	0.01	sim8
LIMMA_tests	0.09312839059674503	0.09847114910406048	0.0051783659378596	0.8032220943613348	0	0.05267558528428093	0.4860574860574861	0.01	sim8
ROSACE_tests	0.19012000657570277	0.00147953312510274	0.17187243136610225	0.6365280289330922	0	0.47479564032697547	0.9922779922779924	0.05	sim8
SLR_tests	0	0.1915995397008055	0	0.8084004602991944	0	NA	0	0.05	sim8
ENRICH2_tests	0.17622883445668255	0.01537070524412296	0.1472957422324511	0.6611047180667434	0	0.4552845528455284	0.9197769197769198	0.05	sim8
EDGER_tests	0.0727437119842183	0.1188558277165872	0.01224724642446161	0.7961532138747328	0	0.14410058027079303	0.37966537966537967	0.05	sim8
LIMMA_tests	0.12000657570277824	0.0715929639980273	0.03279631760644419	0.7756041426927502	0	0.21463152232383004	0.6263406263406264	0.05	sim8
ROSACE_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0	sim9
SLR_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0	sim9
ENRICH2_tests	0.00484958079894788	0.20573730067400953	9.863554167351637e-4	0.7884267631103075	0	0.16901408450704222	0.02302888368462139	0	sim9
EDGER_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0	sim9
LIMMA_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0	sim9
ROSACE_tests	0.20466874897254644	0.00591813250041098	0.08408679927667269	0.7053263192503699	0	0.29120409906063194	0.9718969555035128	0.005	sim9
SLR_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0.005	sim9
ENRICH2_tests	0.17318757192174913	0.03739930955120828	0.09099128719381884	0.6984218313332238	0	0.3444306160547604	0.8224043715846994	0.005	sim9
EDGER_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0.005	sim9
LIMMA_tests	0.08581292125595923	0.1247739602169982	0.00295906625020549	0.7864540522768371	0	0.03333333333333333	0.4074941451990632	0.005	sim9
ROSACE_tests	0.20606608581292127	0.00452079566003616	0.10052605622225876	0.6888870623047838	0	0.327882037533512	0.9785323965651836	0.01	sim9
SLR_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0.01	sim9
ENRICH2_tests	0.17696860101923392	0.03361828045372349	0.1011836265000822	0.6882294920269604	0	0.36377068557919623	0.8403590944574552	0.01	sim9
EDGER_tests	0	0.21058688147295743	0	0.7894131185270425	0	NA	0	0.01	sim9
LIMMA_tests	0.09690941969422982	0.1136774617787276	0.00583593621568305	0.7835771823113595	0	0.05679999999999999	0.4601873536299766	0.01	sim9
ROSACE_tests	0.20902515206312677	0.00156172940983067	0.17113266480355088	0.6182804537234917	0	0.4501621621621622	0.992583918813427	0.05	sim9
SLR_tests	1.643925694558606e-4	0.21042248890350157	0	0.7894131185270425	0	0	7.8064012490242e-4	0.05	sim9
ENRICH2_tests	0.18921584744369557	0.02137103402926187	0.14425447969751767	0.645158638829525	0	0.4325856544244516	0.8985167837626854	0.05	sim9
EDGER_tests	0.07816866677626172	0.1324182146966957	0.01389117211902022	0.7755219464080224	0	0.1508928571428571	0.3711943793911007	0.05	sim9
LIMMA_tests	0.12650008219628472	0.08408679927667269	0.03928982409995068	0.7501232944270919	0	0.23698562221120476	0.6007025761124122	0.05	sim9
