test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd
DIMSUM_tests	0.1443504230960677	0.05143520822963331	0.4796747967479675	0.2311265969802555	0.093412974946076	0.7686785429407073	0.7372881355932203	0.005	sim4	rep1	rd1
ROSACE_tests	0.1564625850340136	0.08296001327360213	0.31674133067861293	0.44383607101377137	0	0.6693548387096774	0.6534996534996534	0.01	sim4	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim4	rep1	rd1
ENRICH2_tests	0.16973618715778996	0.06968641114982578	0.5126928820308612	0.2478845196615231	0	0.75127644055434	0.7089397089397089	0.01	sim4	rep1	rd1
DIMSUM_tests	0.148664343786295	0.047121287539406	0.49776007964161273	0.21304131408661023	0.093412974946076	0.7700205338809035	0.7593220338983051	0.01	sim4	rep1	rd1
ROSACE_tests	0.1753774680603949	0.06404513024722083	0.40086278413804544	0.3597146175543388	0	0.6956521739130435	0.7325017325017326	0.05	sim4	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim4	rep1	rd1
ENRICH2_tests	0.18881699021071843	0.05060560809689729	0.5815496930479509	0.17902770864443338	0	0.7548998492354082	0.7886347886347886	0.05	sim4	rep1	rd1
DIMSUM_tests	0.16210386593661855	0.03368176538908246	0.5536751285880206	0.15712626514020242	0.093412974946076	0.7735280482151137	0.8279661016949152	0.05	sim4	rep1	rd1
ROSACE_tests	0	0.2550190808030529	0	0.7449809191969471	0	NA	0	0	sim5	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0	sim5	rep1	rd1
ENRICH2_tests	0	0.2550190808030529	0	0.7449809191969471	0	NA	0	0	sim5	rep1	rd1
DIMSUM_tests	0	0.2070681931309109	0	0.6927161108345777	0.10021569603451136	NA	0	0	sim5	rep1	rd1
ROSACE_tests	0.1564625850340136	0.09855649576903933	0.2840550854488137	0.4609258337481334	0	0.6448210922787194	0.6135328562134028	0.005	sim5	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim5	rep1	rd1
ENRICH2_tests	0.171395387423262	0.08362369337979095	0.47038327526132406	0.274597643935623	0	0.7329369183040331	0.6720884840598569	0.005	sim5	rep1	rd1
DIMSUM_tests	0.15380786460925833	0.05326032852165256	0.4569437531110005	0.23577235772357724	0.10021569603451136	0.7481662591687043	0.7427884615384615	0.005	sim5	rep1	rd1
ROSACE_tests	0.16641778662684586	0.08860129417620707	0.30993860959017755	0.43504230960676954	0	0.6506443747823059	0.6525699414443722	0.01	sim5	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim5	rep1	rd1
ENRICH2_tests	0.1793595486975278	0.07565953210552513	0.493943919031027	0.25103700016592	0	0.7336126170527354	0.7033181522446325	0.01	sim5	rep1	rd1
DIMSUM_tests	0.156794425087108	0.05027376804380289	0.4758586361373818	0.21685747469719596	0.10021569603451136	0.7521636506687647	0.7572115384615384	0.01	sim5	rep1	rd1
ROSACE_tests	0.186825949892152	0.06819313091090094	0.3919031027044964	0.3530778164924506	0	0.6771788990825688	0.7325959661678595	0.05	sim5	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim5	rep1	rd1
ENRICH2_tests	0.1994358719097395	0.05558320889331342	0.5535092085614733	0.1914717106354737	0	0.7351256059938299	0.782042940793754	0.05	sim5	rep1	rd1
